"","tSNE1","tSNE2","class","true_label"
"192",3.46250542497032,-28.3768189773733,"9","LumB"
"193",6.47862709671016,23.8798032915754,"9","LumB"
"194",-19.5302153385521,34.4496733590373,"6","Her2"
"195",-0.931036277832802,-31.4551178077186,"1","Basal"
"196",-27.1577841905527,25.7802811356799,"1","LumA"
"197",18.6024996036526,-13.3321020965355,"2","LumB"
"198",5.85349402382805,-28.469012553735,"6","Basal"
"199",21.318454531617,26.6035974352289,"4","LumB"
"200",23.6624622044201,-2.31333814554351,"4","LumB"
"201",17.2552523410784,-9.49596518084435,"10","LumB"
"202",7.02342344839794,9.7064672353211,"9","LumB"
"203",-7.19719701600398,29.6898303565379,"9","LumA"
"204",-2.77940080573032,-22.9696441388769,"1","LumA"
"205",-11.7101397024312,-26.7956697679293,"1","Her2"
"206",-12.6811604769215,25.9914606360669,"9","LumB"
"207",27.0300593763526,-1.94371484549633,"2","Basal"
"208",-32.4704062771393,16.3879509363988,"1","LumB"
"209",-40.6705828998488,-5.66837088757305,"9","LumB"
"210",-38.6483381234577,-3.49230695208052,"1","LumB"
"211",26.6270689877037,-28.0055872467516,"1","LumB"
"212",34.5957827037367,9.17602920842427,"2","LumB"
"213",-5.87659098858724,-6.58935345959625,"1","LumB"
"214",3.58738756010107,-5.22440257094989,"4","LumB"
"215",1.93683115217174,-13.4660014018254,"1","LumA"
"216",-5.01936544187992,32.9938842335096,"9","LumB"
"217",0.700097418051628,-18.4888726073663,"2","Basal"
"218",30.6442786521423,-26.5830974079089,"1","Basal"
"219",26.4283485081793,-9.49427478660348,"4","LumB"
"220",28.1264105282588,-16.8428720759529,"6","Basal"
"221",10.2577763197172,19.3308504995359,"9","LumA"
"222",23.9152883425689,23.998935733695,"1","LumA"
"223",-1.69768612316676,-33.4848437511908,"1","Her2"
"224",3.67912183410681,-5.96670172172979,"2","Basal"
"225",-34.0802946434027,-28.7653501422988,"1","Her2"
"226",34.7198995690758,-0.885670121524913,"2","LumB"
"227",-23.6769188361812,30.3847407490035,"4","LumB"
"228",-19.2090587482069,19.7761009236621,"2","Her2"
"229",-5.75548721561564,-17.1392943718202,"9","LumB"
"230",-36.1122853103408,7.56720864622644,"9","LumB"
"231",2.05581612585081,-1.99461365854612,"1","LumA"
"232",33.7571936300301,-4.48707179963109,"1","Basal"
"233",10.4151819439095,29.7442625966858,"9","LumB"
"234",29.4545188038057,-9.37734525156725,"1","LumB"
"235",-25.2420232250842,25.7590657525213,"1","LumA"
"236",6.72109916401214,32.9509965669899,"1","Normal"
"237",-20.4011321359678,-18.8513411453352,"1","LumB"
"238",-30.4861831620518,13.3759775298365,"2","Her2"
"239",-16.1668801663997,23.4156227828978,"9","LumA"
"240",16.4623266085598,5.47968737665596,"1","LumB"
"241",-12.6299163626559,19.4546306931556,"9","LumB"
"242",-21.3350279909568,-18.5315706007888,"1","LumB"
"243",-33.2991485815978,-16.7193600276911,"1","LumB"
"244",7.41887036101435,8.56140358289453,"1","LumB"
"245",-6.39902497499636,-4.78915318924796,"1","LumA"
"246",4.81209724399392,-4.4975397809401,"1","LumB"
"247",-11.9498609928788,-12.161329964576,"9","LumA"
"248",26.4749053246858,9.37094847275648,"2","LumB"
"249",-34.1303687343624,2.4138386919626,"2","LumB"
"250",-22.434896026834,17.071286609917,"4","LumB"
"251",-35.9648127162483,5.67991087139399,"1","LumB"
"252",9.16987308484893,26.1209268594657,"1","Her2"
"253",2.97385471048276,3.21636612668082,"1","LumB"
"254",-7.92733176206661,10.032869828937,"9","LumB"
"255",10.1233361316378,25.2859084663314,"1","LumA"
"256",6.4574433351696,22.6498818811451,"9","LumA"
"257",10.2690639283428,3.76392524164697,"6","Basal"
"258",3.86554533529609,-35.6340954169507,"1","LumB"
"259",-24.0795972778574,23.0904165544891,"4","LumB"
"260",-38.6225787084701,7.51375524636484,"4","LumA"
"261",22.1133120126585,25.4859199934922,"9","LumA"
"262",-3.90371330748674,32.2061525452885,"4","LumB"
"263",-36.9878509346216,4.89245576365655,"9","LumB"
"264",1.2796660904076,-25.9194607476934,"6","Basal"
"265",-1.22273147552417,-11.6696461760841,"2","LumB"
"266",-34.244336980669,-29.6484159283022,"9","LumA"
"267",1.99211459608859,-10.1034776726145,"4","LumB"
"268",-13.5687040367221,-26.3300070627862,"1","LumB"
"269",22.055560159153,6.65274180536124,"2","LumB"
"270",7.97160948012693,27.2985783202022,"4","LumA"
"271",-19.1720529358358,31.5626063191709,"4","LumB"
"272",5.47286515542105,-8.62386033099676,"2","Her2"
"273",0.801170472630355,-22.0410692961578,"1","Basal"
"274",-35.5693263655245,10.1972172779454,"9","LumA"
"275",10.5872921148146,-15.3688267377621,"6","Her2"
"276",-13.4421832350944,-11.2806506349535,"10","Her2"
"277",-5.22106194551123,-24.2661668992112,"9","Basal"
"278",-24.4600816000129,23.7576758363004,"4","LumB"
"279",0.482684590628397,-7.68373796600403,"4","LumA"
"280",16.9082735002549,9.44674494051817,"6","LumB"
"281",4.23799923607016,33.8350337240612,"1","LumB"
"282",31.9948793053642,9.98794915032625,"9","LumB"
"283",-7.31452779113264,5.88474036474737,"1","LumB"
"284",-32.4930466231987,-16.4583120043667,"9","LumB"
"285",-10.5622330572043,21.5666688960764,"9","LumA"
"286",12.0894395801503,-17.9554347505086,"1","Basal"
"287",-1.70954219036321,-9.67614519215114,"4","LumB"
"288",-6.14874429355945,38.2025149717401,"9","LumB"
"289",-13.9089397498947,-13.1996282067683,"4","LumB"
"290",11.1791622794504,29.208714009733,"4","LumB"
"291",32.4857444475862,-3.30883502425659,"2","LumA"
"292",12.4119464032289,21.2492324505999,"1","Her2"
"293",-7.96415148804388,42.1890807986675,"1","LumA"
"294",-39.4216658451291,-4.88313684534693,"1","LumA"
"295",18.2082748387616,-8.51792336734364,"3","Basal"
"296",29.0518043697289,-3.63897026894728,"9","Basal"
"297",-33.920169089942,-10.8952380696312,"10","LumB"
"298",-0.840511610784166,-13.0239981073987,"9","LumB"
"299",32.6700215256861,-25.8636321098156,"2","Basal"
"300",5.89898440707876,-3.74738213344377,"2","LumB"
"301",-21.320225104456,32.7728603698268,"1","LumB"
"302",-16.1887904606344,22.7832799898922,"9","LumA"
"303",6.55119353569509,-28.4127380989618,"6","Basal"
"304",-28.8204246856409,21.612054919477,"9","LumA"
"305",17.0511392518051,3.72661349061461,"4","Her2"
"306",-35.5340840410913,12.160381529956,"9","LumB"
"307",35.3856984208051,11.4716515784063,"6","Basal"
"308",30.0970763971638,-8.58579914947124,"6","Basal"
"309",11.392828711522,28.3430570459719,"4","LumA"
"310",23.6946340725636,10.526333212184,"9","LumB"
"311",6.06094268406783,-19.5302729234221,"9","LumB"
"312",-12.502335233763,19.905058125284,"1","LumA"
"313",-10.8259046566576,41.0154792259351,"1","LumB"
"314",29.5485704890939,-9.15657261711626,"2","Basal"
"315",20.6885943869656,1.27715445809912,"2","Basal"
"316",-21.0913196641911,32.1374834131397,"9","LumB"
"317",24.8540912814472,19.7187045966329,"6","Basal"
"318",-24.395080468826,26.5050458274529,"5","LumA"
"319",4.36038389472829,11.9293403751521,"10","Normal"
"320",-1.20171184086793,10.4880318332545,"1","LumA"
"321",-5.55893622122525,-20.4871106949434,"1","Her2"
"322",-3.72677006494169,9.74637215127906,"9","LumB"
"323",27.3086518438281,17.5115497706419,"9","LumA"
"324",-0.79449709264902,-17.4796141109294,"1","LumB"
"325",8.18374362085162,26.9117398621987,"1","LumB"
"326",-4.04365315400797,-18.2282200781801,"9","LumB"
"327",-15.471994550118,29.1239767264325,"9","Her2"
"328",13.7361567644062,-0.331144970466624,"4","Her2"
"329",10.2442217056418,33.7614262270254,"9","LumB"
"330",-4.66339586440819,40.25597348062,"4","LumB"
"331",1.91758913636663,35.9133076737606,"4","LumA"
"332",-8.72128089868224,38.8058400203116,"1","LumA"
"333",5.18314288148775,-22.9331316339308,"9","LumB"
"334",15.0213095852437,-23.0576299765454,"10","LumB"
"335",29.4588788205519,-20.3389645072816,"1","LumB"
"336",5.07009959989556,30.7039714297756,"9","LumB"
"337",-33.1930938771891,-22.3030605365002,"10","LumB"
"338",-1.01087269311826,-8.41476646340586,"9","LumB"
"339",8.62157387904979,21.0425061208544,"2","LumB"
"340",-4.69172310805616,40.3553963995623,"4","LumB"
"341",-13.5752819684269,24.1348307902386,"4","LumA"
"342",2.82844471835373,2.98414309882961,"1","LumB"
"343",-25.137625223961,21.5203414752049,"4","LumB"
"344",13.5132198425054,21.0779356392416,"1","LumA"
"345",-35.6031390139705,12.0923743717284,"9","LumA"
"346",-11.6751893677121,36.0338210040133,"9","LumB"
"347",27.0307028149225,8.33177846221136,"10","Her2"
"348",-8.96280223069469,19.1941767647235,"2","Her2"
"349",6.69571312350226,-7.33718271310368,"9","LumB"
"350",-30.891271214237,16.1275816478434,"1","LumA"
"351",-34.4054005053804,10.4632265499866,"1","LumA"
"352",21.4249270150229,-27.8267895335022,"9","LumB"
"353",-6.96573212899217,37.0082112598385,"2","LumB"
"354",7.7768772579932,8.43434456702679,"9","Her2"
"355",-17.9657370722328,33.8956632516697,"9","LumB"
"356",-34.2781653485046,10.4275524269318,"9","Her2"
"357",-1.89794410762023,-25.7877247990571,"9","LumB"
"358",-30.4528925634057,25.4980729430673,"1","LumA"
"359",-41.0943141817422,-6.29862154204902,"4","LumB"
"360",-38.8217984589407,0.824485544146145,"9","Her2"
"361",-1.53117124921331,-10.8234069543818,"9","LumB"
"362",18.4525770870374,-2.6566715699321,"6","Basal"
"363",16.3812141140717,12.5777708792255,"4","LumB"
"364",5.99987161356974,24.2817485097889,"4","LumB"
"365",-40.3706541551174,-1.70868057910558,"4","Basal"
"366",-32.6899597030231,-16.3424414470876,"1","LumB"
"367",-4.15129046739162,-5.572801066728,"6","LumB"
"368",-17.5946649420692,19.6532961501239,"6","Basal"
"369",-33.1861268574696,8.58673447403511,"9","LumB"
"370",2.58951489589522,22.4544249443374,"6","Basal"
"371",-29.2140327515459,22.5028568210842,"9","LumB"
"372",-17.7145912355849,-20.563378958416,"1","LumA"
"373",-23.5324920624597,23.0865202881834,"4","Her2"
"374",5.38467352400824,-23.3851684149367,"9","LumB"
"375",-15.1709915955013,-23.4706301407036,"9","Her2"
"376",28.2811445511779,18.0326271064015,"2","LumB"
"377",-1.61754782232156,4.53259131197033,"10","Basal"
"378",-3.62099561986546,-3.77185944371447,"4","LumB"
"379",13.7705798641817,-11.6257203050713,"4","LumB"
"380",-11.4089308725151,-28.7461238189484,"1","LumB"
"381",7.30064943952668,31.1543776337905,"9","LumA"
"382",-36.2178357526638,-9.05032206942815,"10","Her2"
"383",1.77258618966423,-32.3217775219297,"9","LumB"
"384",26.3219383670879,-9.75928313496816,"4","LumB"
"385",-42.1407073595507,-8.32155504301113,"1","LumB"
"386",-35.6849375537223,-10.5900611513992,"9","LumB"
"387",-8.50447073379732,41.3652973570377,"1","LumA"
"388",8.64574186303336,30.9033489566049,"1","LumB"
"389",30.7930270774806,-4.11662170440581,"6","Basal"
"390",-22.316521039886,21.3207886228579,"5","LumA"
"391",27.2331869056399,-10.2086076853013,"1","Basal"
"392",-15.135395577035,33.3331963307022,"1","LumA"
"393",7.99190520779563,14.1027867139143,"9","LumB"
"394",11.2799798263466,17.1322129699837,"1","Her2"
"395",8.2722845337147,15.1969243077358,"4","Her2"
"396",0.837152297865308,-13.3331284431299,"9","LumB"
"397",1.41584395263653,-20.7045336039449,"6","Basal"
"398",-6.94635465766549,31.1512149938195,"6","LumB"
"399",23.4599148232361,-26.8992322658029,"2","LumB"
"400",2.4316898778301,-2.74811201733878,"9","LumB"
"401",-14.6238005557039,-24.0666773028073,"9","LumB"
"402",-33.1117826223495,14.4416881439048,"1","LumB"
"403",17.4758078173517,-15.1102395701306,"9","LumB"
"404",4.74969215241828,-4.59605817629838,"1","LumB"
"405",-14.9351196761282,20.0124896774408,"2","Her2"
"406",-1.11491415576319,-16.686298632939,"9","LumB"
"407",0.486768973232747,1.67916485146391,"4","LumB"
"408",27.3433759254994,-28.635568605118,"1","Basal"
"409",-0.262565042989498,8.93478065420022,"9","LumB"
"410",3.87913919845539,27.0743286757265,"4","Her2"
"411",18.853801407894,-7.56838025250505,"3","Basal"
"412",-32.8979958600158,-20.7822433618761,"10","LumB"
"413",-35.3044623118566,2.92905786800308,"1","LumA"
"414",-9.08389950896378,38.8071482537683,"1","Basal"
"415",25.7919385429706,14.8471114238205,"4","LumB"
"416",3.31707483279739,11.4395459808122,"9","LumA"
"417",31.5703820212012,-23.1180219110405,"1","Basal"
"418",-8.79939758854194,38.9588877611166,"1","Her2"
"419",33.8318658872052,-8.52811618740438,"3","Basal"
"420",-14.9557898356186,19.9579899100608,"2","LumA"
"421",0.126889704133568,35.6433857449958,"1","LumB"
"422",-16.5030448061404,33.1159337160631,"9","LumB"
"423",-34.0916935378377,-12.5832766461902,"9","LumB"
"424",-17.3264703588232,25.5802494786917,"9","LumB"
"425",1.88444713418383,19.4081702143778,"4","LumB"
"426",10.6320189829045,18.7193918553296,"9","LumA"
"427",3.47859472774988,-12.7703433422193,"9","LumB"
"428",26.6450304491376,5.42654179827924,"2","LumB"
"429",-19.5872188687892,29.8617251436861,"9","Her2"
"430",11.1773972649694,-10.6914675913354,"10","LumB"
"431",-19.4634037996762,33.2338182630661,"4","LumA"
"432",-2.05846381307222,-23.991574255658,"1","LumB"
"433",27.6792295828285,-0.570138565078328,"1","Basal"
"434",-16.5010742295377,37.5530191825485,"10","Basal"
"435",17.2262106057772,7.84010927738383,"9","LumB"
"436",-12.5494572578173,-27.2343325447371,"1","LumA"
"437",-16.4717733278962,33.0536388822667,"9","LumB"
"438",26.8228293849887,-22.5197838461556,"6","Basal"
"439",-0.603403108108461,-16.7531536744737,"9","LumB"
"440",8.66105383315044,10.7704207507087,"9","LumA"
"441",-1.8052616810916,-33.9157655383193,"1","LumB"
"442",12.7159631249216,10.4956067585715,"4","LumB"
"443",-0.799161112873748,28.1887101180996,"4","Her2"
"444",-38.1417945843386,-8.80424518453667,"5","LumA"
"445",-6.12019751998103,41.78940717704,"4","Her2"
"446",-13.3966596911308,21.9994046328491,"2","Normal"
"447",18.8564839033731,-8.82610425357088,"6","Basal"
"448",-12.1398110314395,28.1757694488479,"4","LumB"
"449",26.9957222458482,0.0171838353171087,"10","Basal"
"450",-2.79599657296143,-34.524555331384,"1","Basal"
"451",1.46379632753883,-26.2282529856047,"1","Basal"
"452",33.2166428276547,-28.5871889986797,"9","LumA"
"453",-17.0704543496197,21.3967520733273,"2","Her2"
"454",24.6381965332785,4.6800402870762,"2","LumB"
"455",-15.2559780735804,-24.924797040509,"2","LumA"
"456",9.53206544188613,-1.37710948051878,"10","Basal"
"457",27.3525524860228,5.6650036323929,"6","Basal"
"458",-4.57681932145565,23.4223857303593,"3","Basal"
"459",-41.2266747569839,-0.197681956563599,"4","Her2"
"460",-11.865284953216,36.7360256564107,"1","Her2"
"461",25.2727318392484,-3.56491079662641,"4","LumB"
"462",10.1151298404844,-4.14609976900052,"4","LumB"
"463",5.54545003766821,26.1916967308535,"9","LumB"
"464",-22.1297998418354,31.4573595887035,"9","Her2"
"465",-36.4431400969201,-8.36237265363505,"4","LumB"
"466",0.728842693550361,-18.3906140931386,"9","LumB"
"467",-0.826605393375814,32.2743526617262,"2","LumB"
"468",18.5008682102611,-12.1737983673554,"1","LumB"
"469",-6.0044304608147,-18.3568508791719,"4","LumB"
"470",-9.94973495625675,-12.9886531214522,"4","LumB"
"471",11.8172014044281,26.0937863900189,"9","LumA"
"472",3.48047518021076,36.6210969114211,"4","LumB"
"473",16.4937875092068,-21.4666327416006,"2","Her2"
"474",-33.7194256350483,-27.1142019925292,"10","Basal"
"475",-26.1658173470631,23.7745869037149,"1","LumB"
"476",22.3900563871657,23.9851715262927,"2","LumA"
"477",-30.0376100665675,26.0729453361115,"9","LumA"
"478",-19.7455499369298,36.1163222830047,"9","Basal"
"479",-3.82133200179188,-19.2172118263087,"1","LumB"
"480",23.4892785373744,10.2646959450734,"4","LumB"
"481",-27.1760938701518,27.7588140747738,"1","LumB"
"482",-3.64910045686965,-17.3149188811781,"9","LumB"
"483",25.8248663033188,4.83404531741527,"6","Basal"
"484",26.9509756894496,-11.6739014446432,"9","LumB"
"485",-25.8349879543583,24.0837595278179,"1","Basal"
"486",2.2850400959304,-2.45925065527562,"1","LumA"
"487",-7.59120151965533,41.8886165700828,"1","LumB"
"488",5.67239463646961,22.0650996548969,"9","LumA"
"489",-33.6776081603579,-26.8339836182032,"1","Normal"
"490",15.8972031178168,-16.7033000973385,"6","Basal"
"491",18.4734304348367,-12.56130488876,"1","Basal"
"492",-32.4343468371405,-19.4333262472848,"9","LumB"
"493",-27.7799011824837,25.8321508154946,"1","LumB"
"494",16.5127245527603,9.99356404135429,"6","Basal"
"495",6.13599429909623,34.4406157930121,"1","LumB"
"496",-18.111681697208,34.1652747295852,"9","LumB"
"497",-5.49859153893439,41.6617866449437,"4","Her2"
"498",23.0052495005911,24.8322685421155,"9","LumB"
"499",10.900010466818,-14.0311592807982,"10","LumB"
"500",-35.549495320316,8.37210088005339,"1","Normal"
