SLC44A4,ESR1,PCAT29,NDC80,HJURP,KIF20A,C5AR2,CENPA,RGMA,TRIM29,SLC7A13,SPDEF,GATA3-AS1,GATA3,ROPN1,ASF1B,GTF2IP7,PTTG1,TFF3,ERBB4,MLPH,NUSAP1,CT62,NEIL3,KIRREL3-AS1,PRC1,SYNM,FOXC1,AFF3,LINC02613,SOX9-AS1,ANXA9,FABP7,KIF2C,SFRP1,AGR2,GTSE1,CCDC170,CCNB2,PRR15,RARA,KIF15,KLHL29,BIRC5,MYBL2,SPAG5,BLACAT1,CYP2B7P,GFRA1,KCNMB1,SLC7A8,ORC6,FAM171A1,KRT17,OCA2,DTL,OLAH,SRSF12,KLK6,ART3,CNTNAP3,CHST3,CDC6,SGO1,KIF14,NAT1,LINC00839,SCUBE2,DYNLRB2,SNHG26,IRX1,NCAPG,CDCA3,TPX2,FSIP1,TTYH1,ERCC6L,CDCA8,FGFBP1,TTC6,TICRR,ECRG4,MELK,KNL1,PDE1C,MFGE8,KIF18B,ROCR,ARHGEF4,CDK1,NOSTRIN,LINC01354,CA12,MCM10,CDC45,LINC02188,SHCBP1,RHCG,ZWINT,KRT5,VGLL1,AURKA,NUF2,PGAP3,AGR3,CDCA2,TMEM45B,FERMT1,PRR11,MRPS30-DT,ANKRD30A,GRB7,FOXA1,IGF1R,DNALI1,TRH,SILC1,POLQ,LMOD1,AK5,CLDN19,ADAMTS9-AS2,TTK,PGR,CDH3,MAMDC2,USP44,SAMD5,ERBB2,CCNB1,ACE2,SKA3,ZP2,PCLAF,KIF4A,ACTG2,RERG,KRT7,ZNF552,SOSTDC1,SPINK8,TCAP,RAMP2-AS1,ANXA8,LRFN2,KCNK15,CDCA5,PPP1R1B,TBC1D9,BUB1,KLK5,ANXA8L1,OVCH2,IYD,UBE2C,LINC02303,MINDY1,CKAP2L,CENPE,TNS2,CPLX1,CDC25C,EGR1,RNU6-813P,CHODL,RRM2,ABCA12,MAPT,TUBA3E,STAC2,NSG1,DLGAP5,C5orf63,NCAPH,CRYAB,RAD17P1,ASPM,LMNB1,ELOVL2-AS1,TSPAN1,ABCC11,CLCA4,MEF2C-AS1,CMTM7,MND1,ZFP36L2,SCN4B,FOXCUT,SCN2B,CDKN3,TROAP,AUNIP,TPSG1,SLC39A6,LAMB3,TTC36,GRAMD2A,CDC25A,GABRP,MIA,MIEN1
0.0007716049,0.0019815206,0.004500884,0.42421162,0.37153986,0.21817891,0.011142061,0.30188948,0.14146964,0.094376065,0.00066357,0.0038901332,0.0062152436,0.041655406,0.020541904,0.23235263,0.0055527515,0.67884207,5.155171e-05,0.0003967624,0.0053371205,0.32010376,0.0003522367,0.2834362,0.05555556,0.16310835,0.012779585,0.054453526,0.0010291564,0.02235294,0.036064584,0.027532099,0.009380473,0.25376573,0.008561854,0.00026582222,0.44047973,0.0025819142,0.67559046,0.010324278,0.009313814,0.16632777,0.022060234,0.2817131,0.37621,0.11146782,0.024467604,4.0469444e-05,0.00011550888,0.04755784,0.009814993,0.6111763,0.11592129,0.031662215,0.000893655,0.07528003,0.001875213,0.20284066,0.018028755,0.0028966218,0.09544707,0.06161523,0.04136288,0.30044612,0.18531305,0.00040142308,0.1236952,0.00016644357,0.03325942,0.14342105,0.0073977555,0.38316455,0.40438548,0.25368893,0.00032224803,0.003794476,0.12605396,0.41501227,0.95320404,0.0008463817,0.12630014,0.0007919851,0.4664461,0.13216011,0.0046894355,0.008305979,0.4557653,0.0041521713,0.11673653,0.13050874,0.009043283,0.13231939,0.0016862338,0.17805055,1.0,0.052982498,0.3924288,0.0011509933,0.21995933,0.14992633,0.0029327106,0.26839483,0.36005843,0.009527722,0.000604988,0.24140221,0.0006859887,0.19690502,0.010959068,0.0013123769,8.069072e-05,0.017228482,0.00059361535,5.0874733e-05,0.0026231967,1.4202729e-05,0.00381547,0.47743407,0.007433123,0.0019236936,0.0005285412,0.004892368,0.15446128,0.00010820877,0.2327635,0.0014291548,0.0018484289,0.005859375,0.0070681665,0.31367293,0.0027829928,0.52690065,0.0001969667,0.663267,0.27798563,0.0024397266,0.00045206986,0.36941037,0.0059969462,0.0023251255,0.0034351705,0.00021532628,0.004710446,0.13109963,0.002734731,0.0198364,0.26547483,0.0006219022,0.0059437645,0.22652191,0.0024287964,0.032298878,0.0023364485,0.0005564388,0.4674626,0.0009719522,0.035880707,0.19283083,0.29497585,0.025052693,0.018036712,0.3837416,0.0128816,0.0,0.019735983,0.1326817,0.002877728,0.0095372815,0.00010219724,0.015281609,0.0031293838,0.17501411,0.09507558,0.29665276,0.0074242693,0.0006207325,0.12126277,0.4322847,0.0,0.007623421,0.00045047695,0.0078125,0.015873015,0.4154815,0.32895583,0.2281705,0.003319808,0.053965412,0.0048387097,0.10818765,0.78941935,0.51279455,0.00011588828,0.003363186,0.031610508,0.0028062065,0.1747059,0.3259231,0.033940755,0.03074916,0.007981851
0.02281417,0.06983759,0.041954666,0.005595117,0.007094172,0.005290157,0.05724234,0.002699247,0.10345335,0.2832931,0.01194426,0.16457915,0.005015811,0.09975676,0.013988659,0.008986846,0.08531045,0.01350301,0.008086588,0.13225414,0.11053409,0.013965556,0.22719267,0.007201646,0.0,0.015143867,0.12511101,0.06473463,0.07148042,0.075294115,0.1327901,0.08426058,0.0003005056,0.004649554,0.19136313,0.049580697,0.008291383,0.1850372,0.013102556,0.01670221,0.017615458,0.014640098,0.343756,0.0018889633,0.0011601349,0.0063246433,0.036701404,0.00032375555,0.041556798,0.2848115,0.10180357,0.012679033,0.12844364,0.098688796,0.027703306,0.0040028254,0.0005966587,0.05370617,0.016329842,0.0006262966,0.13987933,0.09633352,0.0016468405,0.003088538,0.005962655,0.005151085,0.033663884,0.10032562,0.172949,0.3881579,0.094363414,0.00835443,0.0117636,0.0025668615,0.03080691,0.007744463,0.012015177,0.013045944,0.0040571336,0.112568766,0.0055939164,0.25497958,0.006108424,0.0072463765,0.33525038,0.020432996,0.003183989,0.03972618,0.07054176,0.0044679125,0.10452788,0.08973384,0.05756781,0.0017818253,0.00791337,0.024050482,0.019865068,0.00026430216,0.010280666,0.06402508,0.013061424,0.008886122,0.005661583,0.021880377,0.038692143,0.008630992,0.04583262,0.10925827,0.00066071114,0.0029372245,0.025062537,0.023997251,0.21248132,0.01009451,0.1021173,0.00022724367,0.0052029137,0.011663286,0.28809476,0.43480816,0.35570824,0.37866926,0.0068542566,0.054679602,0.16116503,0.34922418,0.1404806,0.8408717,0.016985442,0.026606549,0.0012810602,0.00952549,9.848335e-05,0.018893162,0.005144995,0.06428907,0.08251351,0.09755403,0.07718769,0.04683867,0.003288993,0.00021118538,0.045164865,0.056217674,0.003646308,0.035446487,0.003125639,0.0025996373,0.089748345,0.0071161436,0.042693686,0.029322023,0.34345794,0.0005564388,0.0029738476,0.0036101083,0.11975768,0.01020119,0.012740162,0.23095454,0.0877893,0.005679801,0.2840398,0.0007993605,0.0057508824,0.0032581298,0.0026886803,0.09146457,0.00010219724,0.05243366,0.15074997,0.0036681718,0.13408093,0.012354547,0.119506195,0.016759777,0.0031162498,0.031071138,0.090277776,0.029425947,0.0050727623,0.0655692,0.21693121,0.2333458,0.0076873805,0.419238,0.28734782,0.0005963029,0.3733871,0.007670353,0.0066312994,0.009427609,0.0013906594,0.07697198,0.2815131,0.02211951,0.2324706,0.014884979,0.034258448,0.055534847,0.007842001
0.0284918,0.0242406,0.01511011,0.014114955,0.00890249,0.012183393,0.033426188,0.007955676,0.038948298,0.008880514,0.0066357004,0.07873099,0.039635807,0.06604406,0.0020163832,0.008585199,0.014134277,0.014960171,0.0042038076,0.0030153943,0.03193513,0.01562155,0.01814019,0.016975308,0.0,0.007304689,0.006968376,0.019497797,0.0030874691,0.0041176467,0.012826317,0.03737518,2.3489656e-05,0.0036504765,0.008403951,0.018803528,0.012140954,0.03110592,0.010514397,0.011380622,0.01186281,0.011793412,0.036447342,0.0040183403,0.0032447523,0.0049441373,0.0022655188,0.00079467276,0.0052012,0.04852185,0.059736937,0.011974642,0.0738223,0.013144916,0.002680965,0.00538195,0.0011080804,0.0057700844,0.0010903466,0.00023486123,0.05924301,0.05156427,0.0009433359,0.0065202466,0.005805743,0.012361379,0.005480167,0.03399434,0.039911307,0.08684211,0.008658737,0.009873418,0.014398645,0.0035813097,0.0005155968,0.0051007713,0.0031618886,0.0036868975,0.00027788585,0.11468472,0.0036710077,0.007484259,0.0073810127,0.005406027,0.0130065475,0.0105217295,0.009665681,0.004376613,0.018300548,0.0051787165,0.104465514,0.06996197,0.034030944,0.0042895796,0.009579343,0.0014287415,0.013118441,0.00023872453,0.011805176,0.005847744,0.0016292837,0.0021507812,0.010044744,0.017240642,0.008343416,0.0050458107,0.00968959,0.0065368195,0.00044775472,0.0015936006,0.013426935,0.00860811,0.0492261,0.0021993013,0.03948848,0.0,0.0,0.010902637,0.10349194,0.036710486,0.008985201,0.087084144,0.00511063,0.0059799585,0.008419324,0.028889343,0.03142329,0.01613898,0.0069972742,0.0022341376,0.00028713417,0.007232316,0.0,0.037117537,0.006314312,0.0051825247,0.019406712,0.038853943,0.023693457,0.003865871,0.0012425084,0.00031056674,0.14934884,0.008545087,0.017319964,0.020995226,0.0035346013,0.0021227978,0.014921809,0.003895699,0.001973397,0.0031256978,0.022196261,0.0005564388,0.007828216,0.0,0.054566633,0.002975347,0.008013973,0.33842218,0.061612133,0.011359602,0.049850482,0.0,0.0023526335,0.0037704143,0.0002730691,0.019132894,0.0,0.008389172,0.0061508575,0.0040208804,0.13846904,0.011923574,0.056197427,0.008690255,0.004832445,0.014115419,0.008680556,0.010528129,0.0007932311,0.001953125,0.09523809,0.042352796,0.010890455,0.1758129,0.19586869,0.0017889087,0.02983871,0.0055297897,0.019599173,0.0043771043,0.017615018,0.0034811446,0.013348918,0.022779794,0.041058823,0.005799343,0.004700628,0.0027953782,0.0052107344
0.07923346,0.09350942,0.026523067,0.087741606,0.08359994,0.10820776,0.22513928,0.045745134,0.04154812,0.058547787,0.02720637,0.13802606,0.046559807,0.2512587,0.007939509,0.06762727,0.11812217,0.11696133,0.08168134,0.053219065,0.18662404,0.13833076,0.17065868,0.05606996,0.0009920635,0.07859964,0.02182883,0.01272437,0.12841482,0.013235293,0.03696997,0.1721826,0.00011420833,0.03439133,0.035330806,0.40514413,0.103050046,0.24841703,0.07052734,0.04530325,0.019031567,0.077673845,0.13543066,0.018185563,0.02111808,0.049056116,0.012233802,0.03220632,0.15560697,0.15949014,0.18763077,0.04249824,0.05545617,0.024895774,0.00476616,0.04880756,0.0005114217,0.023080338,0.003892284,0.000254433,0.12287439,0.0887953,0.014661678,0.039807826,0.094774835,0.11078358,0.019572025,0.21546237,0.28603104,0.061842106,0.022529528,0.0978481,0.057312258,0.035766985,0.06000258,0.0032035331,0.069561556,0.081017196,0.00044461736,0.16620821,0.028931037,0.020591613,0.06286587,0.10973085,0.07140329,0.012198958,0.050147828,0.0077432385,0.025959367,0.067780256,0.31651494,0.019771863,0.15903755,0.025935458,0.09058726,0.0044648172,0.09126687,5.1155257e-05,0.09127511,0.01788478,0.0007060229,0.043525018,0.061181627,0.024071839,0.12532282,0.028283097,0.018050076,0.032550693,0.003964267,0.8840733,0.24397644,0.018442446,0.34976035,0.016985286,0.23262133,8.521638e-05,0.0020811656,0.08291075,0.08098836,0.15384205,0.13266385,0.078277886,0.038299665,0.15886188,0.08780396,0.14904043,0.038817007,0.11883224,0.020769564,0.047810547,0.0003533959,0.08961016,0.0001969667,0.2374185,0.07522607,0.015596824,0.08903623,0.0828856,0.22514305,0.010280976,0.0026311944,0.00012836758,0.030756442,0.014616596,0.000911577,0.05173824,0.021674993,0.0033421856,0.16542704,0.052617908,0.0050283675,0.006176974,0.19626167,0.0023847376,0.040015742,0.00013885032,0.34072694,0.07976764,0.085276894,0.15913881,0.1339186,0.15193468,0.116371706,0.018385291,0.0032675467,0.08075654,0.0066166744,0.24056116,0.10189065,0.014290888,0.049638502,0.065180585,0.4422233,0.09107887,0.013320736,0.15890752,0.065531574,0.1673624,0.2170139,0.091412164,0.049983352,0.010044644,0.1031746,0.3081961,0.031390134,0.23509619,0.1846797,0.00089445437,0.10645161,0.048430253,0.074565284,0.059932657,0.017730907,0.2216706,0.0991513,0.07972928,0.10505883,0.045621496,0.0058634477,0.019381288,0.014301032
0.20004146,0.066986404,0.021539945,0.087105796,0.07664488,0.10596345,0.11197772,0.04361415,0.017953498,0.009410517,0.0,0.088603675,0.04617817,0.17748216,0.0,0.047093082,0.12417971,0.054012045,0.010514205,0.15270062,0.078448795,0.10962685,0.017964073,0.054526746,0.0,0.074561276,0.0023549355,0.0055880784,0.022347394,0.00088235294,0.0045269355,0.07104137,8.0998814e-07,0.03831079,0.00069740514,0.012825438,0.045898728,0.07278539,0.06680686,0.008929105,0.03933531,0.111427404,0.06829081,0.019421976,0.016658813,0.041029923,0.00045310377,0.059140574,0.29162034,0.028384747,0.14458431,0.06503874,0.04663089,0.0009995133,0.000893655,0.04964849,0.0005114217,0.01819796,7.607069e-05,0.0035816338,0.010422382,0.059385616,0.010296752,0.04941661,0.15675507,0.0045106467,0.00756785,0.021236792,0.105321504,0.048684213,0.0051279897,0.15924051,0.023621306,0.039102368,0.11697603,0.0005287385,0.07525295,0.080639064,0.0003890402,0.17170969,0.034000523,0.00055438955,0.07660982,0.11352657,0.008671031,0.018977754,0.05367296,0.0,0.018058691,0.048080828,0.13321692,0.01825095,0.07755972,0.036296442,0.027488546,5.9530896e-05,0.07889806,1.7051752e-05,0.06363849,0.0005058899,2.7154727e-05,0.039393254,0.07177427,0.01613635,0.017409207,0.030540433,0.032327216,0.004402348,0.0036639438,0.023154078,0.06910353,0.015168422,0.19079237,0.009184265,0.1684467,1.7043276e-05,0.00381547,0.10649087,0.12987544,0.056428343,0.0010570824,0.0518591,0.050144304,0.068578735,0.08374831,0.02633728,0.012939002,0.06486431,0.0197148,0.07685434,0.00022087245,0.08819898,0.0,0.1247283,0.07943561,0.002443515,0.00826642,0.017547281,0.05759644,0.00042020337,0.0021195733,0.00019876272,0.04211693,0.0024735776,0.003646308,0.025971368,0.023632169,0.005709148,0.045300256,0.061915644,1.8974972e-05,0.00037210688,0.0,0.0021462638,0.036560833,0.0011108025,0.15796831,0.084301494,0.15000513,0.20972599,0.07278531,0.091941774,0.017851228,0.0055955234,0.001045615,0.021843813,0.004936249,0.14790078,0.001226367,0.00017044667,0.004640121,0.037175506,0.2501219,0.11219653,0.004951558,0.011793917,0.12898564,0.12777036,0.024305556,0.017657865,0.012231428,0.0,0.04232804,0.038797405,0.030429212,0.19740476,0.031599652,0.0017889087,0.010483871,0.029343558,0.054966107,0.05892256,0.0030130954,0.014320973,0.028307162,0.019148232,0.048941176,0.04040209,0.00028684936,0.0,0.0069096615
0.11290768,0.00041465153,0.019932486,0.05188199,0.1592711,0.05851235,0.0030640669,0.061372355,0.026635928,0.0033566926,0.0033178502,0.21024401,0.002889543,0.083916396,0.00037807185,0.06290792,0.013124685,0.11880707,0.003629709,0.036687296,0.046438582,0.09659969,0.002994012,0.058641974,0.0,0.030792529,0.0012028442,0.004717209,0.017596735,0.0033823529,0.00769579,0.0058487873,0.0,0.056025207,0.0006228398,0.0018665765,0.12022506,0.011126822,0.05427046,0.03111235,0.01663579,0.06466043,0.028774219,0.024092868,0.066599,0.029215356,0.0031717264,7.358081e-06,0.0005511424,0.012103684,0.14068156,0.08006574,0.035897434,0.0018642239,0.00059577,0.036227252,0.00017047391,0.007545495,0.0034865735,9.785885e-05,0.010970928,0.009838617,0.015429137,0.042038437,0.077357605,0.0007047886,0.009655532,0.011529148,0.027716186,0.02894737,0.0005884578,0.09329113,0.0717109,0.046787582,0.0007089456,0.00059094303,0.061340645,0.09888448,0.0,0.03893356,0.020977186,0.00035639328,0.059641976,0.055095468,0.0038046364,0.0031201376,0.04150557,0.0,0.0045952913,0.043384444,0.029874021,0.00608365,0.0011053808,0.04150993,0.1095377,0.00023812358,0.0654048,0.00045187143,0.1252443,0.00071024656,0.0011133438,0.049015168,0.037804767,0.015383035,0.00029797916,0.028814234,0.002057966,0.003068303,0.0037458502,0.0048432956,3.2276286e-05,0.014211965,0.105399705,0.00023306128,0.02646618,0.0,0.026361428,0.09685598,0.0070655504,0.093299136,0.0010570824,0.004892368,0.04665705,4.556159e-05,0.03964954,0.0028583095,0.025878005,0.0048314147,0.011469245,0.053456824,0.0005521811,0.080084674,9.848335e-05,0.14211671,0.090739004,0.002098771,0.016543603,0.036718532,0.012876879,0.00011205424,0.005262389,0.00013250847,0.041008588,0.0011243535,0.041932542,0.002317655,0.032716967,0.0033407493,0.03331289,0.061863698,0.0013282481,0.00037210688,0.0,0.0005564388,0.06870463,0.00069425156,0.04128611,0.07608387,0.10541457,0.07497742,0.007980846,0.054668088,0.009041892,0.0,0.0005228075,0.053154647,0.0021845528,0.0071894187,0.0007153807,0.0009321302,0.008201144,0.0569272,0.04924427,0.115644306,0.0006319833,0.0006207325,0.06164755,0.11081465,0.0,0.044718716,0.0003819261,0.00027901787,0.044973545,0.05083583,0.028827675,0.09113541,0.022377966,0.00089445437,0.014516129,0.033892255,0.14220452,0.05218855,0.0019701007,0.003570985,0.009571242,0.0011554968,0.0062352945,0.07210516,0.0010548654,0.00018635855,0.01026608
0.11485396,0.7809686,0.09789423,0.062054932,0.08763389,0.08448221,0.14101672,0.034095753,0.00053958595,2.3555738e-05,0.18513604,0.5479341,0.15276414,0.91874623,0.0,0.0979014,0.15295306,0.06537789,0.028524498,0.98397076,0.6008109,0.110289246,0.11465305,0.120370366,0.0,0.08599341,0.0070445053,0.00096763263,0.6234299,0.0011764705,0.016749661,0.4941037,0.0,0.056217335,8.772391e-06,0.31066468,0.052709505,0.6090859,0.05677774,0.23012376,0.05337568,0.05856039,0.0036447342,0.03714389,0.025178554,0.08372928,0.0,0.007740701,0.19821654,0.011139674,0.57184374,0.07842217,0.0042933812,0.00012493916,0.0,0.09055132,0.0,0.0035508212,0.0,9.785885e-05,0.0005485464,0.0054855607,0.042817857,0.057481125,0.05225169,0.0006925314,0.0031315242,0.0041118595,0.2682927,0.002631579,4.20327e-05,0.15531646,0.08403915,0.055640947,0.034029387,0.0004976362,0.073355824,0.13736056,0.0,1.0,0.027707366,7.919851e-05,0.06133876,0.075109266,0.005662715,0.002018429,0.10575392,0.0,0.00056433404,0.029828392,0.09342647,0.00076045626,0.3074719,0.03623045,0.17201166,5.9530896e-05,0.089017995,0.0,0.09866312,0.0,0.0,0.087616034,0.03488266,0.08982426,0.102215886,0.01779312,0.063668326,0.0,0.0024735716,0.020591818,0.11490358,0.07731358,1.0,0.04464052,1.0,0.00070729596,0.0,0.11536511,0.030549318,0.00021374373,0.0005285412,0.0029354207,0.049723428,0.00020787473,0.019491076,0.008881176,0.0018484289,0.0024671054,0.054996237,0.12072468,0.00041965765,0.05327218,0.0,0.15749875,0.097287185,0.0016820476,0.10120983,0.0004059918,0.10700686,0.00039218983,0.00058470987,0.0006045699,0.2205597,0.0004497414,0.31540564,0.15105656,0.03642684,5.0269227e-05,0.9090358,0.05402036,0.0,0.0,0.0,0.0023052464,0.04552611,0.00055540126,0.64706427,0.06035704,0.17117023,0.24420357,0.25027934,0.11288604,0.0019843124,0.06394884,0.00013070187,0.03938444,0.00090322853,0.00116664,0.0006131835,5.3264584e-06,0.00097118807,0.042183973,0.4232082,0.07786238,0.0003374668,0.06455618,0.06923494,0.1479537,0.18923612,0.004075775,0.0014591536,0.00027901787,0.015873015,0.0061751497,0.07078796,0.020550733,0.015861306,0.0,0.0008064516,0.044327505,0.10580607,0.08215488,0.10742844,0.035781175,0.0007114905,0.10019808,0.0047058826,0.06108641,0.0,0.0004658964,0.05291537
0.018864013,0.05691,0.018325027,0.008901323,0.006120462,0.0068130814,0.03955432,0.0038357722,0.1071814,0.387115,0.00398142,0.08982671,0.011122015,0.08014274,0.01852552,0.010543226,0.016658254,0.020400234,0.010978171,0.035629265,0.07709731,0.0131375585,0.0556534,0.013888888,0.0009920635,0.008522137,0.2957525,0.026585707,0.030240657,0.048970588,0.08359741,0.05344746,0.0003831244,0.004649554,0.084171094,0.042032897,0.010216168,0.0684822,0.0087350365,0.010503657,0.012169246,0.0043378063,0.4638404,0.0052032354,0.003335388,0.0032746883,0.009515179,0.00086089544,0.05626933,0.9787918,0.08454844,0.02042733,0.10208706,0.47422963,0.043193325,0.003397356,0.0015342652,0.01331558,0.009128483,0.00023486123,0.106418,0.14085503,0.0026061651,0.0018874399,0.0007845599,0.0024790172,0.03783925,0.047281694,0.15853658,0.2394737,0.100079864,0.0073417723,0.0120459255,0.00322779,0.007218356,0.018910177,0.007799326,0.015125733,0.023008948,0.051523488,0.005681321,0.12097572,0.0068719774,0.0040257648,0.1811184,0.032892995,0.0057994085,0.046571653,0.11520477,0.0042648255,0.17606337,0.12927756,0.040254872,0.0003299677,0.023948355,0.020776283,0.01368066,0.004467559,0.012430615,0.28917325,0.004589149,0.00452796,0.003196055,0.019509148,0.017291822,0.0046474575,0.02216601,0.07390608,0.00019657525,0.010217792,0.004728476,0.015916418,0.07235512,0.005671158,0.108722135,0.00024996803,0.0020811656,0.006085193,0.83299977,0.3255317,0.5560254,0.19373778,0.0036075038,0.011902965,0.14651677,0.17701103,0.06377079,0.2891653,0.012644718,0.019538552,0.0011485367,0.004586347,0.0004924168,0.01772279,0.0050670407,0.25738737,0.027156482,0.1408686,0.030131897,0.017536487,0.0061394535,0.00031884853,0.08312552,0.073082976,0.00911577,0.016359916,0.0049075456,0.011041995,0.033847723,0.0051942654,0.036887344,0.04175039,0.24999999,0.0,0.0055540977,0.0,0.09650513,0.0028336637,0.0011301755,0.38952124,0.07964884,0.014909478,0.07843722,0.0007993605,0.019997386,0.0047335094,0.00063015945,0.043646917,0.0018395503,0.036198612,0.20686306,0.0034565465,0.10628962,0.010056026,0.23575431,0.0018621974,0.0023484782,0.015793776,0.026041666,0.033306547,0.0033785768,0.029017858,0.15079364,0.16261227,0.0080076875,0.23062995,0.5461699,0.00089445437,0.45564514,0.0067784516,0.014441497,0.009764309,0.01622436,0.013063894,0.5034982,0.045394517,0.14176472,0.019137831,0.017284987,0.046869174,0.008432481
0.00019578036,0.0,0.0006429834,0.23639369,0.21226874,0.16062842,0.0018105849,0.12231851,0.043559305,0.052081738,0.0,0.0030649535,0.0,0.00027026216,0.2131065,0.19258961,0.0010095912,0.8644842,6.561127e-05,7.935248e-05,0.00031284412,0.124089204,0.0,0.13117284,0.02777778,0.054013126,0.018971441,0.066452175,0.0006799783,0.012058823,0.22604497,0.0057061347,0.0018969922,0.07865816,0.049406108,1.7462775e-05,0.17930117,0.0015983279,0.114768684,0.00077731046,0.0052558514,0.08445167,0.012468828,0.11186097,0.06373491,0.07326312,0.07748075,2.2074242e-05,0.003874498,0.0061053983,0.016075997,0.45785397,0.16565295,0.058895666,0.030086385,0.04379562,0.0011080804,0.07146028,0.05232396,0.025149724,0.060888648,0.039531425,0.019874008,0.052333564,0.065432295,0.0005178664,0.17719208,0.0007407911,0.01330377,0.002631579,0.037829433,0.11620253,0.24731791,0.1358131,0.0004511472,0.08525131,0.0767285,0.3554547,0.008225421,0.00052898854,0.024823004,0.0054646973,0.17196913,0.09270761,0.002211998,0.012396278,0.251194,0.12927842,0.051112544,0.2878757,0.0048022955,0.025095057,0.00045412144,0.11984425,0.35214496,0.026015002,0.08733134,0.0021144173,0.2001798,0.009203195,0.5374192,0.08139009,0.14692721,0.007815644,0.0,0.115920864,0.0023580862,0.08070971,0.015731478,0.0003124707,0.0,0.0032495002,0.0012092164,0.002628299,0.0022016116,0.0,0.0013874436,0.104208924,0.019808047,0.004755798,0.0005285412,0.01369863,0.052549303,3.986639e-05,0.045929804,0.0019395673,0.018484289,0.0028782894,0.0038770495,0.20294094,0.0004417449,0.20162286,0.0,0.115866914,0.11607421,0.010793138,0.0027339463,0.109401606,0.0029800779,0.05053646,0.00021926619,0.00011594492,0.047935713,0.052394874,0.000911577,0.0007498296,0.09008851,0.006678626,0.0,0.08814669,0.0582247,0.021731041,0.0,0.0011128776,0.41266507,0.00041655096,0.0042870464,0.1323321,0.16336176,0.019843422,0.022665603,0.07490237,0.0102122575,0.0,0.011501765,0.061597098,0.0006721701,0.0067956774,0.00010219724,0.004357043,0.024279702,0.04719244,0.013164311,0.38500217,0.014032483,0.0,0.15454793,0.16422085,0.012152778,2.2962122e-05,2.937893e-05,0.016183037,0.005291005,0.45022455,0.120755926,0.062964916,0.01008238,0.003875969,0.0,0.038797714,0.27409372,0.15151516,0.00023177656,0.0025950852,0.021869866,0.00016507097,0.005529412,0.32920936,0.07810631,0.1879426,0.017300053
0.0019347705,0.0012989967,0.0028934253,0.4233215,0.44888026,0.41399488,0.012813371,1.0,0.49744922,0.36493728,0.0,0.003300719,0.008341512,0.0336076,0.26326403,0.32945073,0.0040383646,0.40382746,0.00030462374,0.0017722055,0.0073080384,0.5393575,0.0017611835,0.71450615,0.01388889,0.6187902,0.18946572,0.11367265,0.006211694,0.036617644,0.06971481,0.020542083,0.001025445,0.49661848,0.17473724,0.00036671828,0.62570333,0.013401365,0.83387256,0.0007972415,0.009309172,0.36695135,1.0,0.31118095,0.26819056,0.18328623,0.23923878,5.5185606e-05,0.0008019617,0.55805486,0.024213638,0.44517493,0.17334525,0.19141667,0.32648197,0.16852231,0.0026423456,0.35952064,0.008139565,0.041218147,0.32144818,0.5336212,0.038388975,0.27282086,0.79146403,0.000729303,0.013830898,0.0050589466,0.007760532,0.20921053,0.0050439243,0.60518986,0.23668362,0.38389182,0.0018690384,0.06158248,0.37373525,0.9064095,0.003279053,0.0026449428,0.25871864,0.011364986,0.9965216,0.41557395,0.07317289,0.07979577,0.6456675,0.012344293,0.20316026,0.29592302,0.035424724,0.27756652,0.0032844597,0.10380782,0.38150772,0.076854385,0.5766492,0.00345298,0.3356266,0.10309722,0.11755281,0.59950197,0.29129758,0.019064007,0.00037021653,0.4555836,0.0022723377,0.007203842,0.023354229,0.0012498829,0.0015653999,0.013880884,0.0017588603,0.005609283,0.0055274502,1.1362184e-05,0.0,0.63463485,0.75793344,0.019931603,0.010570824,0.040117417,0.3080808,0.00044707308,0.69089794,0.6347489,0.1404806,0.020353617,0.013893958,0.36493623,0.0028713418,0.4055389,0.0001969667,0.6239759,0.6907546,0.99999994,0.002615547,0.3816534,0.013428746,0.0051544947,0.0028504606,0.00029400317,0.13078414,0.19946031,0.003646308,0.0014314929,0.29077205,0.008814351,0.013345838,0.5495533,0.02709626,0.09124061,0.15303738,0.00015898251,0.45285577,0.0,0.038443614,0.72414285,0.6868386,0.14179464,0.022186752,0.29286477,0.017353255,0.0,0.18703437,0.3148706,0.008654189,0.015676724,0.00030659174,0.011387968,0.008201144,0.25867665,0.01657728,0.6780635,0.18238546,0.0006207325,0.36315602,0.4590954,0.036458332,0.0021125143,0.00052882073,0.0013950893,0.03174603,0.17309132,0.2549648,0.30460957,0.18123694,0.007751938,0.023387097,0.13949339,0.52298844,0.27037036,0.00034766484,0.011689541,0.07658688,0.005282271,0.64070594,0.31567758,0.23637313,0.095695116,0.010597577
