,SLC44A4,PCAT29,SPDEF,BIRC5,SLC7A13,C5AR2,SPAG5,PTTG1,MLPH,ROPN1,KLK7,AURKA,MELK,FOXC1,ESR1,TPX2,GATA3,FABP7,GATA3-AS1,UBE2C,CCDC170,CT62,GTF2IP7,CNN1,ASF1B,KIFC1,LINC02188,BLACAT1,HJURP,AGR2,EGFR,CDCA8,POLR2F,MIA,TFF3,PRR15,RGMA,RRM2,FAT2,KIRREL3-AS1,SFRP1,KLHL29,CA12,IRX1,PADI2,CYP2B7P,KLK6,FGFBP1,STAC,BUB1,CKAP2L,PIK3C2G,ANXA9,NDC80,FAM171A1,CCNE1,SYNM,ERBB4,LINC01354,PIMREG,ART3,LINC00092,GTSE1,OCA2,CDCA2,CFAP61,PRR11,TTC6,CYP2T1P,SNHG26,OIP5,RERG,GREB1,ABCC8,RARA,E2F8,POTEKP,CNTNAP3,PSAT1,ASPM,SKA1,SGO1,OLAH,GRIA4,TBX19,KCNK5,STX19,NSG1,THSD4,KIF20A,TUBA3E,NEK5,MYBL2,SOX9-AS1,COL17A1,FSIP1,ARHGEF4,AURKB,VGLL1,FERMT1,HMMR,KIF15,ANKRD30A,FAM47E,TOP2A,KIF2C,RAD51,ZP2,MTFR2,CDKN3,NCAPH,E2F2,KCNMB1,NCAPG,KRT17,NEIL3,CLDN19,RNASE7,KIF14,ERBB2,LINC02303,STAC2,SPNS2,GFRA1,TPO,ARMT1,CCNB1,TSLP,CDC25C,GRB7,ACE2,BBOX1,TMEM86A,MAG,RGS22,CDC6,PGAP3,TRPV6,MRPS30-DT,TCAP,ADAMTS9-AS2,ORC6,NUSAP1,ACADSB,FZD9,ORMDL3,PNMT,CFAP99,CCNB2,MAD2L1,MAPT,TRIM29,GSDMB,SLC39A6,PCLAF,TFF1,FOXA1,TTK,CHST3,PDE1C,KIF4A,KIF18A,ATP13A5,LINC01843,NUF2,PGR,PARD6B,KNL1,KRT7,CEP55,ANXA8,LINC02130,SILC1,ABCC11,RAD54L,SRARP,PAK5,PLEKHD1,BCL11A,AR,SPINK8,EXO1,HID1,ECRG4,CDC45,CDH22,STARD3,KIF18B,S100B,MEMO1P1,MIEN1,UBE2T,CDK1,TMEM45B,DSC3,LINC01087,SIDT1,ULBP3,CCNA2,UGT2B28,C11orf91
1153,0.026533997,0.026844557,0.077876344,0.0035203407,0.00597213,0.042061284,0.0049441373,0.010394404,0.04684528,0.04625079,0.033236634,0.0022073805,0.004496479,0.052953698,0.057585187,0.0027051955,0.051219683,0.00055646186,0.019354487,0.0052916994,0.06614618,0.055829518,0.06764261,0.4791142,0.011697961,0.0075271977,0.038873676,0.027186226,0.005424955,0.011348863,0.016344046,0.007657402,0.07698289,0.042769287,0.0054832273,0.012795726,0.15844208,0.0033605867,0.084226765,0.0009920635,0.13311884,0.30481488,0.044475734,0.085242316,0.022075603,0.0015010484,0.047189187,0.04529539,0.083152674,0.0051942654,0.0031170303,0.17481996,0.0445554,0.008519838,0.14603458,0.0009953344,0.2851045,0.04605089,0.11482889,0.009812215,0.00041100715,0.052871466,0.0023689666,0.027107537,0.010091621,0.018163126,0.0005078193,0.03925095,0.002890031,0.52105266,0.015799256,0.055486195,0.034243185,0.02910603,0.028196806,0.0015511091,0.0013494318,0.15085025,0.007615493,0.0016258694,0.002171258,0.0020590252,0.00068189565,0.18385093,0.049222797,0.0030327963,0.03964059,0.15420309,0.10553392,0.006091696,0.001226367,0.042842988,0.0032810064,0.1397314,0.33599907,0.0056071156,0.044663012,0.00842078,0.024303481,0.104722515,0.006640681,0.007455605,0.0065843626,0.1556213,0.002525935,0.0044574235,0.008023842,9.848335e-05,0.007731959,0.004816268,0.0068955612,0.0056962874,0.28931022,0.006202532,0.3217381,0.0015432099,0.28805497,0.14153439,0.0032951515,0.01936417,0.00041655096,0.15768448,0.09339517,0.04227295,0.17632398,0.01740986,0.014704688,0.14187329,0.002484913,0.011146399,0.0021866371,0.23010223,0.029901788,0.0057726465,0.013494837,0.002734075,0.02346405,0.029812368,0.011967628,0.0001200858,0.16829745,0.015027002,0.00949437,0.05947514,0.0058148433,0.027656933,0.00014050573,0.11046512,0.009948237,0.028352756,0.053913347,0.24733526,0.0019177081,0.023424346,0.016886808,0.002779215,0.062890254,0.0035473786,0.16170016,0.096531585,0.0065481756,0.008314744,0.037810624,0.021091811,0.0035613184,0.01034248,0.0043132403,0.008396595,0.28252286,0.007398639,0.11310996,0.0,0.0006937218,0.005141313,0.013016158,0.024869524,0.26299375,0.0066438876,0.022818496,0.074081205,0.010597866,0.0071684583,0.053289853,0.05563695,0.014993752,0.09810671,0.016526425,0.00204685,0.042259812,0.03820225,0.008624128,0.007909605,0.0027416735,0.019422054,0.03794126,0.0017344382,0.06432915,0.11472603,0.005572174,9.332711e-05,0.4027778
423,0.14848213,0.041793924,0.16164683,0.03860354,0.01128069,0.037883006,0.031334274,0.11929279,0.037829112,0.0,0.0007954333,0.042732626,0.12216849,0.0122889355,0.059023626,0.052274823,0.22592916,8.099882e-06,0.020826519,0.08331147,0.047888365,0.032934133,0.078243315,0.019608937,0.08439603,0.11114378,0.00011906179,0.0,0.124217555,0.11929403,0.0008129276,0.097844586,0.00155521,0.0011181512,0.08375278,0.04795408,0.060629845,0.08063359,0.0072793444,0.0,0.00032457846,0.024362171,0.075021565,0.0073977555,0.0023488747,0.008211618,0.00017749828,5.557717e-05,0.006193868,0.08461458,0.102295265,0.004966476,0.058012366,0.099059,0.023792487,0.007122861,0.0046489676,0.034941543,0.008365019,0.05616647,0.0020158922,0.000911577,0.06203731,0.00059577,0.043287747,0.017477725,0.0059846235,0.093736775,0.024318952,0.009210527,0.11710037,0.039868258,0.012692618,0.023866944,0.034534473,0.042655498,0.012713068,0.004936917,0.010464999,0.022265378,0.063102186,0.02676733,0.0005114217,0.001863354,0.031458177,0.020390715,0.022198731,0.009388152,0.104199104,0.16920489,0.0044966787,0.03095592,0.07807345,0.008148484,0.015597454,0.015790153,0.03635924,0.07047545,0.0013034269,0.006136606,0.105673455,0.06845601,0.02511095,0.16804734,0.027095892,0.060213648,0.06579551,0.0,0.104933724,0.05770603,0.10673755,0.017691998,0.024850043,0.10075949,0.008975893,0.05349794,0.007399577,0.0026455026,0.14969403,0.018924447,0.0,0.00023436417,0.018554417,0.37352604,0.017445482,0.034736782,0.14395972,0.006887052,0.082357116,0.008510012,0.0003975704,0.002008032,0.03479264,0.0013321493,0.0060970653,0.012263367,0.01956907,0.009833217,0.043652155,6.2113344e-05,0.01369863,0.05611646,0.08528373,0.04388126,0.0032134661,0.014569916,1.6530086e-05,0.09593023,0.06316726,0.048269264,0.04969886,0.005476709,0.0024525793,0.076430194,0.1120214,0.09601379,0.34217528,0.058261186,0.07916902,0.0069014337,0.12059557,0.1176232,0.041773777,0.15136476,0.16866039,0.0035936704,0.006858759,0.05659075,0.11046141,0.13509914,0.008320216,0.034843206,0.0079778,0.0032120964,0.12746859,0.00094891666,0.002079002,0.04574791,0.0042337934,0.1401211,0.00087706477,0.09005376,0.15582344,0.0011087791,0.077467725,0.013769363,0.012734111,0.04878326,0.00041869032,0.093258426,0.009033321,0.10009416,0.06481011,0.022423254,0.0021835582,0.018115245,0.10997163,0.05821918,0.041703325,0.00031731217,0.013888889
409,0.0009213193,0.05867224,0.14847341,0.035838787,0.067684144,0.041016713,0.039906252,0.04585195,0.07697843,0.0,6.238693e-05,0.12197193,0.08746924,0.004233393,0.0048657334,0.071672305,0.013698288,0.000542692,0.00016355905,0.05711537,0.016905392,0.013384995,0.15699142,0.006374769,0.05387087,0.05621876,0.0,0.00045310377,0.11350675,0.0061139115,0.017143475,0.08281338,0.00777605,0.00018635855,0.018544555,0.055109322,0.00824095,0.045244977,0.00059342483,0.0,0.0012040107,0.027239593,0.00017953638,0.0007145559,0.09997039,0.1456201,0.0007480285,0.0,0.016104057,0.095107,0.0960612,0.12441023,0.003185925,0.08316378,0.029815147,0.013592535,0.0036948125,0.023435432,0.04030418,0.019962782,7.828708e-05,0.000911577,0.06721943,0.11021745,0.19041297,0.015764222,0.0069620395,0.049619127,0.058211137,0.02763158,0.078996286,0.0068348655,0.02576729,0.1306445,0.017884752,0.032883514,0.00014204545,0.0021941855,0.2156042,0.13485684,0.07599403,0.060569663,0.0,0.006625259,0.02738712,0.00066140766,0.45718816,0.003021474,0.019994438,0.0771882,0.001226367,0.0799901,0.05996447,0.0036215484,0.00031521803,0.017143594,0.0060464363,0.055058945,0.011106283,0.004935966,0.09499062,0.063304864,1.6138143e-05,0.06923077,0.046106584,0.025245925,0.09170105,0.37965333,0.14285713,0.12388512,0.12771153,0.015949603,0.009318765,0.081518985,7.8908946e-05,0.10853909,0.0,0.00066137564,0.18703908,0.025261654,0.00027770063,0.13226661,0.040016614,0.0026204016,0.06978193,0.024723658,0.08546592,0.005509642,0.043308485,0.015278783,0.04543346,0.00036509676,0.71660906,0.0,0.0034956506,0.029067537,0.01204448,0.37578177,0.0004062119,0.00014079026,0.008806262,0.13806057,0.090030916,0.054146137,0.0016832441,0.034504168,0.001979478,0.049418606,0.07174054,0.082275175,0.034401294,0.007973617,0.0032483628,0.021784587,0.07674302,1.3985986e-05,0.23313694,0.05747956,0.1482517,0.008405591,0.12768942,0.087203406,0.3076264,0.0024813896,0.05917268,0.0003730355,0.0057863416,0.09638831,0.13273296,0.06377627,0.0002248707,0.0,0.1144641,0.7279022,0.03343806,0.002886288,0.001039501,0.0075930143,0.0012646395,0.54265624,1.0,0.15815412,0.09387012,0.00091078284,0.07788422,0.0,0.014556593,0.031385034,0.0016468486,0.19550562,0.012327583,0.08851224,0.079737,0.555608,0.0009369168,0.0,0.13392784,0.11130137,0.06903631,0.7240317,0.15277778
1018,0.06268426,0.025397845,0.07734587,0.035701405,0.12143331,0.17910863,0.08006934,0.077618025,0.13769521,0.0013862634,0.00074084476,0.08869143,0.10715195,0.0034109051,0.19448623,0.0832155,0.1866911,2.4299645e-05,0.058935776,0.108982764,0.14538637,0.06939063,0.1029783,0.0036533764,0.102771364,0.162364,0.0022621742,0.0013593113,0.1089164,0.1502924,0.00066294096,0.11571185,0.00466563,0.00512486,0.0149429655,0.055129252,0.0078485245,0.030860022,0.0067254812,0.0,0.0044322507,0.013811626,0.099973604,0.005464251,0.0115629565,0.02311909,0.00068463624,0.0005001945,0.0037163207,0.06851236,0.09577784,0.011795381,0.13071802,0.14649034,0.019856889,0.003265941,0.0097800875,0.25763106,0.0022813687,0.07206903,0.0005480095,0.001823154,0.07447439,0.000893655,0.060948085,0.058944482,0.004024332,0.15245451,0.052184764,0.022368422,0.28996283,0.19217274,0.28727484,0.005821206,0.022026287,0.10330386,0.073792614,0.018102031,0.00168953,0.05080842,0.05170308,0.05061771,0.00025571085,0.0028985508,0.025536638,0.0015647938,0.0084566595,0.0034531131,0.18667963,0.10989099,0.0073582013,0.08098068,0.083692856,0.03696997,0.012328527,0.21732406,0.004192196,0.12695946,2.7154727e-05,0.0038687298,0.12617294,0.1354209,0.0017751957,0.4076923,0.06031359,0.075007685,0.1407611,9.848335e-05,0.063696615,0.028986799,0.103864394,0.03310548,0.014674379,0.12,0.006766442,0.12397119,0.0058139535,0.0066137565,0.10466029,0.013657331,0.0008331019,0.00578986,0.01862365,0.0390288,0.23987538,0.076908,0.10305468,0.024793388,0.13596024,0.016713466,0.00011043622,0.007758306,0.021790132,0.015245708,0.17153077,0.025470069,0.0133371,0.002397498,0.05658844,0.00028158052,0.007827789,0.46419346,0.14765953,0.13606422,0.00061208877,0.032002892,0.00026448138,0.19767442,0.11088645,0.2765698,0.09075001,0.006984276,0.00648368,0.15422308,0.23390739,0.03860132,0.23393941,0.045093797,0.01893403,0.0063705537,0.13556282,0.11843439,0.001713796,0.017369727,0.06419505,0.028829094,0.07076778,0.10927076,0.006706774,0.08360462,0.006970992,0.09756098,0.013180714,0.0021838339,0.13083483,0.009133323,0.0062370063,0.07061503,0.0031341068,0.13292244,0.001096331,0.09752091,0.07935166,0.0012275769,0.10058309,0.020654045,0.0210012,0.1104162,0.0021492771,0.03258427,0.0077435863,0.11845574,0.060037572,0.02388098,0.004212254,0.15224513,0.053263072,0.008561644,0.09848085,0.0028184787,0.013888889
168,0.08253869,0.018485773,0.11226866,0.013737914,0.00398142,0.047075212,0.015859766,0.027394598,0.07623386,0.0,0.00074084476,0.016357256,0.028421143,0.0018868836,0.05140578,0.017675992,0.22523849,1.0529846e-05,0.04950387,0.022303857,0.051945657,0.026417753,0.055527512,0.0075117894,0.0403655,0.040164657,0.00095249433,0.005437245,0.031854223,0.014620223,0.00064944214,0.0403668,0.00777605,0.0041930676,0.029996064,0.04839256,0.006867458,0.020245487,0.027495349,0.0,0.0050594765,0.017648188,0.044458132,0.012399647,0.022829916,0.0134726465,0.0010015975,0.00027788585,0.0054196343,0.021504257,0.028478323,0.013037,0.06628626,0.034715157,0.014072749,0.001710731,0.0035679303,0.07289848,0.0,0.025038065,1.957177e-05,0.000911577,0.044418123,0.000893655,0.009427699,0.017820425,0.0014470121,0.038721964,0.001510698,0.0,0.09479554,0.036036428,0.084801406,0.01871102,0.011774593,0.013184426,0.025497159,0.010970928,0.00045390357,0.027233314,0.018998507,0.01733013,0.0,0.008902691,0.019985195,0.00079046283,0.0084566595,0.007985324,0.07404059,0.03470664,0.011446091,0.10946013,0.018018346,0.0051305266,0.02775086,0.06618974,0.014511447,0.030314807,0.00019008308,0.01133938,0.048794575,0.036193576,0.018720247,0.06982249,0.01244216,0.018559791,0.0522696,0.0,0.016568482,0.01837317,0.044964805,0.013604074,0.019387318,0.04493671,0.0117640095,0.036522634,0.019027485,0.009259259,0.032010045,0.018747214,0.00013885032,0.0026579027,0.00692329,0.04302871,0.053582553,0.0138434395,0.04155496,0.011019284,0.059282925,0.024144398,0.00011043622,0.025830595,0.05964452,0.0032563647,0.020079669,0.010616526,0.015631286,0.009833217,0.008999156,7.867691e-05,0.009784736,0.018548954,0.051115036,0.044134606,0.0032134661,0.012363436,0.0005950831,0.13662791,0.038984146,0.032266483,0.1857145,0.018962368,0.0011349701,0.054536562,0.08142451,0.012923051,0.1472166,0.015993267,0.02233154,0.022385418,0.037262235,0.049077265,0.0018209083,0.014888337,0.026481599,0.024759876,0.004531259,0.02599494,0.063287266,0.021012133,0.012367888,0.017421603,0.0,0.01769591,0.03545781,0.0019373714,0.03014553,0.01594533,0.002859185,0.12915458,0.00014617747,0.059438467,0.055658028,0.0075634574,0.04977093,0.013769363,0.0077707544,0.023083922,0.0010606822,0.03820225,0.0062622046,0.05564972,0.017414704,0.004844795,0.0044445475,0.018404318,0.12160519,0.011986301,0.017889611,3.7330843e-05,0.013888889
592,0.1762599,0.017682044,0.22692443,0.020486664,0.00995355,0.17089137,0.025908563,0.05954925,0.15498298,0.0,0.0,0.030903328,0.032663103,0.0015240215,0.23156634,0.028711958,0.26008728,8.0998814e-07,0.047159526,0.03266859,0.20624578,0.103029236,0.16304897,0.007008518,0.040666733,0.057982944,5.9530896e-05,0.0,0.052163027,0.063514054,0.0007949292,0.06749858,0.002332815,0.0004658964,0.050370704,0.053295597,0.018444031,0.034015696,0.0007912331,0.0,0.00045835742,0.012277,0.1080985,0.0014711445,0.026162263,0.2522203,6.339225e-05,0.0,0.0037163207,0.02919177,0.035137434,0.0,0.096671425,0.043362156,0.030948123,0.0021772939,0.00049737864,0.088372216,0.00608365,0.05362883,7.828708e-05,0.001823154,0.068996154,0.0,0.036781307,0.075051405,0.0013214223,0.06252645,0.31499696,0.014473685,0.078996286,0.04443201,0.0016414088,0.38918918,0.03710668,0.017682642,0.060085226,0.0021941855,0.000933024,0.03459489,0.02361243,0.020075496,0.0,0.0,0.030717988,0.0014841344,0.0036997886,0.002481925,0.16046996,0.05787112,0.036791008,0.1589896,0.015081754,0.00045269355,0.00044364017,0.21758187,0.0049177683,0.039771993,0.0,0.0013340448,0.052259274,0.038633592,0.0502219,0.14615385,0.01767603,0.026513986,0.061439704,0.0,0.03166421,0.026132714,0.06636978,0.017826028,0.017994858,0.06518987,0.00020384812,0.03909465,0.0,0.00066137564,0.04895654,0.025813466,0.0,6.39175e-05,0.021808363,0.06539783,0.04672897,0.052915722,0.059549928,0.002754821,0.06709265,0.01586737,8.834898e-05,9.127419e-05,0.036422923,0.014357609,0.06267783,0.007418778,0.028634531,0.25462127,0.055307314,7.039513e-05,0.007827789,0.02042733,0.06723338,0.10666736,0.0019892885,0.022815183,0.0006157457,0.49709302,0.053623423,0.061228037,0.22752395,0.00070667214,0.0012132439,0.022690535,0.15181409,0.02054741,0.3693167,0.018698895,0.017766137,0.0038931163,0.06103835,0.027377814,0.0006426735,0.11662531,0.030042917,0.036389474,0.008697189,0.047158957,0.18768948,0.042542174,0.0004497414,0.10452962,0.0003468609,0.04701608,0.03792639,0.053099796,0.011434511,0.062167805,0.00021993731,0.29518124,0.0019733957,0.063918754,0.17111541,0.00031679403,0.05560183,0.0008605852,0.020272207,0.032067318,0.0020376262,0.05280899,0.013140789,0.08079096,0.025462024,0.03425656,5.42018e-05,0.11004047,0.06526145,0.011986301,0.03519268,0.00039197385,0.027777778
150,0.06441173,0.08214113,0.28739834,0.019130046,0.01194426,0.11845404,0.016212918,0.13503012,0.1317324,0.019407688,0.002916589,0.013866877,0.022736914,0.009700518,0.021257311,0.0173071,0.09545259,0.00037907445,0.07518264,0.053747922,0.03270425,0.018668545,0.015648663,0.041156404,0.058540013,0.075389594,0.016311465,0.01676484,0.039365698,0.0684987,0.0017608433,0.043391943,0.04043546,0.07715244,0.08282719,0.04085863,0.07603257,0.02665929,0.018712662,0.0,0.02126647,0.038173795,0.032084204,0.06607541,0.06895761,0.00057393033,0.0055785174,0.0025009727,0.017962217,0.020673174,0.018418817,0.033399552,0.06395625,0.046795525,0.08127609,0.00311042,0.04463212,0.016346611,0.01825095,0.026222298,0.00029357654,0.039197814,0.033461653,0.0062555852,0.02071438,0.020219328,0.0011521492,0.030363943,0.006666776,0.11052632,0.13011153,0.011064948,0.047784805,0.009230769,0.024092413,0.011633318,0.021235796,0.016456392,0.0036564453,0.008174511,0.028633464,0.01544269,0.00034094782,0.03146998,0.073649146,0.0074045397,0.049154334,0.04111363,0.03715239,0.031340174,0.014920797,0.05398712,0.029075881,0.03168855,0.03969412,0.050657388,0.028942276,0.06645939,0.002199533,0.01040555,0.02078822,0.028466856,0.014992335,0.1668639,0.0044617495,0.028204734,0.080238424,0.0003939334,0.025773197,0.026311094,0.035770725,0.028481435,0.08472579,0.03164557,0.054706916,0.030349793,0.037526425,0.023809522,0.011140751,0.010795767,0.0016662038,0.042782113,0.15494323,0.08793856,0.092211835,0.008490039,0.042326756,0.05647383,0.08519702,0.024242498,0.00061844283,0.059236947,0.060598835,0.028419184,0.0043085925,0.0034056024,0.034720972,0.022550382,0.000906165,0.00022360805,0.023483366,0.021366516,0.054813426,0.014737743,0.0029074217,0.027098613,0.00022728869,0.36627907,0.05685862,0.04383371,0.047248915,0.048077263,0.010293005,0.004473504,0.19963217,0.019098863,0.07598277,0.007936507,0.03128539,0.02123518,0.027206112,0.019468667,0.0065338477,0.07816377,0.015341064,0.0145170605,0.0028342467,0.024844721,0.2714398,0.021086121,0.015066337,0.087108016,0.0017343045,0.0042011873,0.05722621,0.10647636,0.051975053,0.008921792,0.041183263,0.06933828,0.004677679,0.017025089,0.053646866,0.02708589,0.05997501,0.08347677,0.03197487,0.015692517,0.022916317,0.02022472,0.016098373,0.041525424,0.016805444,0.058094665,0.0037708965,0.026112933,0.046291042,0.0034246575,0.021995425,0.0019785347,0.083333336
880,0.00035701122,0.0016074586,0.00045679594,0.07325743,0.0,0.0034122565,0.031976372,0.38235864,0.0053058364,0.070951484,0.16435055,0.07691873,0.12242301,0.13571048,0.00017613515,0.076068245,0.004819675,1.6199763e-05,0.00021807873,0.23917606,0.0023360178,0.0038746037,0.0,0.020857796,0.1710513,0.2517495,0.017740207,0.11418215,0.17123383,2.9104624e-05,0.024120854,0.15749668,0.12908243,0.09178159,8.904386e-05,0.0010762761,0.1789954,0.10520276,0.099458,0.0009920635,0.020555906,0.030884327,0.001700315,0.072002016,0.05389044,5.1506566e-05,0.68497854,0.021341633,0.13425209,0.075057134,0.09393595,0.001241619,0.017165955,0.18196847,0.11705426,0.06846034,0.004720022,0.0017193038,0.13612168,0.20707156,0.038008377,0.059252508,0.10038496,0.100089364,0.18881956,0.003427005,0.005460423,0.0,0.001642063,0.1881579,0.14033458,0.00025832566,0.0072023883,0.0009147609,0.00431797,0.09213588,0.00014204545,0.016456392,0.020576961,0.035182007,0.07992944,0.03997941,0.0,0.00082815735,0.3034789,0.07106099,0.11099365,0.2062156,0.010330923,0.13554025,0.00010219724,0.002971768,0.15462424,0.40199187,0.0015177164,0.0014178912,0.15269268,0.1699702,0.28181174,0.036152612,0.06438574,0.052595906,0.0,0.0053254436,0.032837152,0.09395173,0.1045392,9.848335e-05,0.08541974,0.08847663,0.124407426,1.0,0.012639245,0.2093671,0.09904718,0.054526746,0.0005285412,0.20767196,0.034363724,0.009344389,0.0,0.0021092775,0.069371365,6.600508e-05,0.077258565,0.0021489,0.14330977,0.05785124,0.18920837,0.041372884,0.004616234,0.029572837,0.017416202,0.00014801658,0.0004877652,0.024079049,0.028420521,0.039749824,0.0026247539,0.00018634004,0.006849315,0.12608592,0.108191654,0.001205577,0.033970926,0.011304861,3.7192694e-05,0.014534883,0.4587512,0.063750215,0.008049816,0.2331547,0.0056878966,0.002247382,0.49874604,2.5973974e-05,0.00015390027,0.05453343,0.03139156,0.06494425,0.10726535,0.095112555,0.11857326,0.0,0.088850334,2.5628393e-05,0.001673443,0.025189787,0.3321382,0.07738976,0.4223072,0.0,0.009018384,0.00075405923,0.22239678,0.00023722916,0.002079002,0.0016135155,0.054324515,0.0005296674,0.00014617747,0.13037634,0.02059954,0.0071278657,0.15077052,0.0017211704,0.021598354,0.1325904,0.0026237927,0.12247191,0.024126839,0.13239172,0.08082859,0.017878579,0.044670027,0.00096357684,0.0046209972,0.011986301,0.07454983,0.0,0.013888889
433,0.0002763958,0.0006429834,0.00070729695,0.17409372,0.00066357,0.012116992,0.08212405,0.18904217,0.011368755,0.07334594,0.10324257,0.16425176,0.3453805,0.086675696,0.0006715153,0.1602367,0.02497923,0.012826162,0.011122015,0.27394384,0.0055326736,0.002465657,0.0,0.013029134,0.16397227,0.34666273,0.060602453,0.111463524,0.30226734,0.0012165733,0.007823303,0.38806957,0.08164852,0.115915015,2.3432594e-05,0.0028302073,0.27057785,0.06604373,0.15017605,0.05853175,0.017834272,0.04354498,0.0064809113,0.06700013,0.028616168,4.0469444e-05,0.38842964,0.0016673151,0.20439763,0.20808227,0.16251062,0.024584057,0.016167382,0.31599697,0.20763268,0.050108865,0.03598382,0.00018515579,0.031939164,0.18846218,0.012702079,0.016408386,0.18374299,0.12838843,0.20050459,0.005140507,0.0064487597,0.00063478627,0.0007225077,0.14605264,0.33828998,0.024896132,0.0023489126,0.0,0.012977124,0.13991004,0.0005681818,0.33022493,0.17548417,0.12496613,0.09322839,0.09951956,0.0010228434,0.000621118,0.06957808,0.03031183,0.11363636,0.018884212,0.009246385,0.20198783,0.00020439448,0.009905893,0.22812966,0.30345556,0.09177514,0.0007089456,0.10351499,0.4398238,0.1672188,0.22091782,0.14696117,0.18232344,1.6138143e-05,0.060355026,0.03968696,0.19228405,0.261348,0.0,0.25810015,0.05485194,0.34535268,0.08370191,0.05666238,0.19037975,0.1174757,0.16769546,0.0,0.07738095,0.1453005,0.0047545824,0.00013885032,0.0038137443,0.08868734,0.0003069236,0.00062305294,0.0063863797,0.21281177,0.0013774105,0.14164004,0.012348101,0.010513528,0.4497992,0.02469283,0.00014801658,0.00040647102,0.032569073,0.012438258,0.03245309,0.0010936474,0.00023603073,0.011741683,0.37990138,0.1527379,0.0032236082,0.047130834,0.016124278,8.265043e-06,0.029069766,0.20519249,0.31448945,0.000860397,0.08629645,0.007840426,0.0044858484,0.1469654,0.0,0.0020446752,0.14315777,0.09686438,0.004866395,0.30378857,0.32914215,0.00428449,0.0,0.17039539,0.00011675157,0.0018796772,0.107315384,0.32727158,0.19088487,0.15066338,0.0,0.011793271,0.0001664806,0.32248655,0.0,0.084199585,0.0008542141,0.082146585,0.0010713727,0.00021926619,0.33273593,0.029441515,0.0011483784,0.27967516,0.008605852,0.016495403,0.20980214,0.0072852117,0.111235954,0.007463885,0.21205273,0.117409624,0.0032584462,0.012466414,0.0,0.011755168,0.15068492,0.23948619,0.0,0.18055555
327,0.069214106,0.08615978,0.3464871,0.7060257,0.00265428,0.07137883,0.21317579,0.21556246,0.2885549,0.00088216766,0.00012477385,0.79477024,0.32459491,0.011563211,0.048018847,0.17042731,0.55841666,1.2149822e-05,0.003925417,0.2383014,0.10505932,0.08242339,0.07016659,0.0050699916,0.1564916,0.24916199,0.0034527918,0.0013593113,0.3438587,0.030181495,0.0022048037,0.23993193,0.00155521,0.0012113305,0.015467855,0.07284795,0.033454333,0.48673183,0.0071606594,0.001984127,0.004892801,0.030692501,0.20314366,0.0036148124,0.008287899,0.006629631,0.00044374572,5.557717e-05,0.003561474,0.16133389,0.2850666,0.010305438,0.38616264,0.24758393,0.037745975,0.009517885,0.0034156714,0.014442151,0.010646388,0.33869058,1.957177e-05,0.015496809,0.43396506,0.000297885,0.18775728,0.012679918,0.068233445,0.07479899,0.22112021,0.014473685,0.43215615,0.05590597,0.46311784,0.022453222,0.03995747,0.23700947,0.034019884,0.019199124,0.042439982,0.21136303,0.1427602,0.12800273,0.00034094782,0.00041407868,0.048482604,0.037103355,0.0042283298,0.0077695046,0.43036708,0.33848992,0.0027593256,0.045319464,0.13896242,0.0073939944,0.010122001,0.05014179,0.0112060625,0.34823164,0.00038016617,0.005869797,0.22881478,0.23058154,0.00014524329,0.1183432,0.09338238,0.117007375,0.37689131,0.00029545007,0.14432989,0.11639315,0.36201695,0.08403698,0.0122107975,0.3964557,0.0018806632,0.32047325,0.011099366,0.0013227513,0.24242902,0.3987019,0.0016662038,0.0013955322,0.24993077,0.18943126,0.20685357,0.06336616,0.31176373,0.016528927,0.33013844,0.29901534,0.00015461071,0.0056589996,0.022744443,0.048253406,0.023331435,0.05359427,0.23703742,0.0018068103,0.00037496485,0.0017060466,0.03033268,0.24395397,0.45054096,0.05929168,0.0009181332,0.22204605,0.024691816,0.125,0.24102232,0.33170986,0.018739153,0.0050880397,0.02172098,0.16247673,0.29225883,0.061092783,0.28419885,0.07888408,0.027357021,0.006459034,0.3374649,0.23098762,0.0040702657,0.027295286,0.12802483,0.0003274739,0.029120263,0.27858293,0.0033428415,0.19776562,0.0035979312,0.041811846,0.0,0.004661457,0.23070018,0.19535822,0.014553014,0.07213364,0.010611976,0.036185913,0.00036544367,0.13829151,0.47351572,0.002811547,0.40816328,0.004302926,0.2303385,0.13861725,0.0058058393,0.083146065,0.081589945,0.2581921,0.19689277,0.2019808,0.0008052839,0.037579495,0.16834211,0.01369863,0.24106985,0.0006719552,0.013888889
