,SLC44A4,PCAT29,SPDEF,BIRC5,SLC7A13,C5AR2,SPAG5,PTTG1,MLPH,ROPN1,KLK7,AURKA,MELK,FOXC1,ESR1,TPX2,GATA3,FABP7,GATA3-AS1,UBE2C,CCDC170,CT62,GTF2IP7,CNN1,ASF1B,KIFC1,LINC02188,BLACAT1,HJURP,AGR2,EGFR,CDCA8,POLR2F,MIA,TFF3,PRR15,RGMA,RRM2,FAT2,KIRREL3-AS1,SFRP1,KLHL29,CA12,IRX1,PADI2,CYP2B7P,KLK6,FGFBP1,STAC,BUB1,CKAP2L,PIK3C2G,ANXA9,NDC80,FAM171A1,CCNE1,SYNM,ERBB4,LINC01354,PIMREG,ART3,LINC00092,GTSE1,OCA2,CDCA2,CFAP61,PRR11,TTC6,CYP2T1P,SNHG26,OIP5,RERG,GREB1,ABCC8,RARA,E2F8,POTEKP,CNTNAP3,PSAT1,ASPM,SKA1,SGO1,OLAH,GRIA4,TBX19,KCNK5,STX19,NSG1,THSD4,KIF20A,TUBA3E,NEK5,MYBL2,SOX9-AS1,COL17A1,FSIP1,ARHGEF4,AURKB,VGLL1,FERMT1,HMMR,KIF15,ANKRD30A,FAM47E,TOP2A,KIF2C,RAD51,ZP2,MTFR2,CDKN3,NCAPH,E2F2,KCNMB1,NCAPG,KRT17,NEIL3,CLDN19,RNASE7,KIF14,ERBB2,LINC02303,STAC2,SPNS2,GFRA1,TPO,ARMT1,CCNB1,TSLP,CDC25C,GRB7,ACE2,BBOX1,TMEM86A,MAG,RGS22,CDC6,PGAP3,TRPV6,MRPS30-DT,TCAP,ADAMTS9-AS2,ORC6,NUSAP1,ACADSB,FZD9,ORMDL3,PNMT,CFAP99,CCNB2,MAD2L1,MAPT,TRIM29,GSDMB,SLC39A6,PCLAF,TFF1,FOXA1,TTK,CHST3,PDE1C,KIF4A,KIF18A,ATP13A5,LINC01843,NUF2,PGR,PARD6B,KNL1,KRT7,CEP55,ANXA8,LINC02130,SILC1,ABCC11,RAD54L,SRARP,PAK5,PLEKHD1,BCL11A,AR,SPINK8,EXO1,HID1,ECRG4,CDC45,CDH22,STARD3,KIF18B,S100B,MEMO1P1,MIEN1,UBE2T,CDK1,TMEM45B,DSC3,LINC01087,SIDT1,ULBP3,CCNA2,UGT2B28,C11orf91
1059,0.14340335,0.052242402,0.47461098,0.072501846,0.08095554,0.18628134,0.060100164,0.24344279,0.20356141,0.00037807185,0.00017156405,0.05592031,0.035547636,0.001572403,0.13049412,0.045142945,0.16874368,6.479905e-06,0.116017886,0.12512025,0.06344132,0.022895386,0.030287735,0.015060858,0.060498044,0.13484268,0.00035718537,0.0,0.12755598,0.14066264,0.00031797172,0.039515976,0.00933126,0.005777115,0.02844717,0.03687242,0.010252135,0.042601585,0.0030066858,0.0,0.0011338316,0.010742376,0.028658934,0.0042873356,0.0034278294,0.001537839,0.00088749145,5.557717e-05,0.0017033137,0.04191772,0.047322188,0.002483238,0.21526392,0.08494405,0.022778772,0.005598756,0.0018880086,0.041924562,0.015969582,0.059211638,7.828708e-05,0.000911577,0.055522654,0.00059577,0.021112734,0.13056889,0.0030086932,0.08876428,0.0037603246,0.011842106,0.0669145,0.053473406,0.07034003,0.081081085,0.043518636,0.016286643,0.27997157,0.005485464,0.003177325,0.024297716,0.0670376,0.020761838,0.00025571085,0.001863354,0.04219097,0.013679847,0.0058139535,0.001510737,0.054060064,0.04023726,0.03740419,0.12828133,0.12195918,0.004828731,0.0037125677,0.051172983,0.0099161565,0.14470787,0.00027154727,0.0022678762,0.029161254,0.037549138,0.035923507,0.32662722,0.01717415,0.037503842,0.11989913,0.0,0.0865243,0.050660007,0.06277834,0.037729528,0.010389889,0.102405064,0.009534832,0.05144033,0.0021141649,0.0019841269,0.02855798,0.028257338,0.0,0.00025567,0.034062587,0.17883086,0.21370716,0.0719693,0.1366886,0.015151516,0.1799787,0.049306568,0.00037548316,0.0022818546,0.03821226,0.014061575,0.053085115,0.015109364,0.090474844,0.002084781,0.0006249414,0.0013292256,0.012720156,0.05376849,0.039964672,0.047707655,0.004590666,0.07404215,0.00022728869,0.10174418,0.06268198,0.10688815,0.22848643,0.0033920263,0.014650246,0.064484164,0.13626485,0.004823167,0.1094231,0.027296778,0.0072550965,0.0015926384,0.057764262,0.036098156,0.010925449,0.039702233,0.04218793,0.010781011,0.02061163,0.02357948,0.08270633,0.043799944,0.007420733,0.045296166,0.0020811656,0.0005581997,0.06912029,0.060532976,0.004158004,0.04527335,0.0023093417,0.07579059,0.0014617747,0.057795696,0.18060002,0.0015443709,0.24614744,0.0068846815,0.04074605,0.08380714,0.008345894,0.011235955,0.025116153,0.10602637,0.064048536,0.04574687,0.0005807336,0.111196764,0.041507903,0.0034246575,0.058478504,0.0,0.027777778
548,0.06173991,0.09371483,0.3572439,0.13008088,0.02322495,0.08175488,0.2467574,0.5574121,0.08756507,0.0,0.00047570033,0.39200816,0.21108001,0.0038705305,0.17122538,0.22331694,0.19001932,0.0,0.009322866,0.5041109,0.1065347,0.035575908,0.12417971,0.0058155786,0.15714428,0.48932666,0.0,0.0013593113,0.36931422,0.16748159,0.00077543093,0.29457363,0.002332815,9.3179275e-05,0.01723936,0.34841448,0.007946631,0.1645458,0.0011868497,0.0,5.2634347e-05,0.014770765,0.050066005,0.0005884578,0.038011666,0.03412678,0.00024089053,0.00027788585,0.008826261,0.19571991,0.27061492,0.0006208095,0.108749405,0.22062564,0.014728681,0.015241058,0.0045170095,0.024467016,0.006844106,0.14582981,0.00017614593,0.002734731,0.21039385,0.0,0.09666711,0.07402331,0.011794513,0.03893356,0.24772163,0.023684211,0.37918216,0.01569328,0.047728207,0.0087318085,0.048584126,0.22258414,0.026207386,0.0005485464,0.0029251564,0.21926656,0.24793051,0.21757033,0.0010228434,0.00020703934,0.049222797,0.07051251,0.014799154,0.001510737,0.057869855,0.52997756,0.0050076647,0.044081226,0.158014,0.0031688549,0.0006888097,0.17440063,0.022734601,0.3506931,5.4309454e-05,0.0008004269,0.3528223,0.3726447,0.0014847092,0.13076924,0.20783259,0.14321396,0.50435585,0.00029545007,0.2308542,0.17356403,0.52636117,0.088527,0.011996573,0.73037976,0.0003649539,0.1424897,0.0,0.0,0.29420996,0.02078202,0.00069425156,5.3264584e-06,0.016338963,0.082974985,0.11214953,0.14651728,0.7500203,0.0,0.541001,0.02025726,0.00013252346,0.00054764515,0.13237107,0.00074008293,0.00658483,0.057223715,0.017891232,0.010667129,0.00043745898,7.039513e-05,0.011741683,0.27659076,0.53008395,0.0780218,0.009028309,0.02536559,2.0662608e-05,0.19186047,0.34349725,0.43442336,0.11689732,0.0011777868,0.0037962794,0.012441869,0.6381876,0.0026793152,0.30501935,0.24909812,0.011395809,0.0015041586,0.30979106,0.38714254,0.007069409,0.06947891,0.34937447,0.08199662,0.017512226,0.26972625,0.006184784,0.16121633,0.0008994828,0.0,0.00381547,0.0061695757,0.22351885,0.122449785,0.0,0.007023538,0.004508715,0.2070518,0.007455051,0.6079749,0.13898441,0.00015839702,0.28404832,0.0,0.021831011,0.25153515,0.0015910233,0.0494382,0.012539948,0.44369113,0.21199736,0.043774653,5.42018e-05,0.03459241,0.16335629,0.006849315,0.24148044,0.0,0.0
762,0.1983946,0.06606655,0.18796416,0.005838614,0.031187791,0.14018106,0.02494542,0.030697493,0.24647112,0.009955892,0.0044216732,0.017319448,0.01747688,0.020828292,0.221123,0.011235782,0.28043202,0.00010043853,0.023279903,0.01088953,0.1826397,0.113067985,0.390207,0.054782007,0.01822472,0.025698325,0.0047029406,0.017671047,0.021421617,0.07143051,0.007794806,0.03894876,0.02488336,0.011461051,0.025560275,0.05263787,0.041842442,0.014999693,0.11951576,0.001984127,0.040701702,0.14348744,0.19745833,0.03917448,0.039167006,0.0075825024,0.0025610467,0.0010559662,0.030504799,0.021452315,0.02833664,0.043953314,0.17598669,0.026703969,0.0907573,0.0014930015,0.06398928,0.26823783,0.034980986,0.017932668,0.000254433,0.00911577,0.02176488,0.01012809,0.016066924,0.063056886,0.001665429,0.26311892,0.0075206487,0.073684216,0.063197024,0.06951112,0.09303675,0.09555094,0.040370695,0.020009305,0.19545454,0.17114647,0.0048668548,0.022807335,0.012077622,0.0109814685,0.00025571085,0.12546584,0.10362694,0.0024197844,0.028012685,0.04489047,0.2647803,0.027252326,0.0026571283,0.3395245,0.0060182,0.047532823,0.20923471,0.0163702,0.030957755,0.018525716,0.0013848911,0.061766274,0.029305616,0.03266911,0.16042928,0.33195266,0.014008461,0.011489394,0.03645117,0.0003939334,0.016568482,0.013110952,0.030024422,0.008108832,0.120179944,0.03873418,0.046326127,0.019032922,0.29545453,0.06216931,0.03483446,0.05437928,0.0012496528,0.013177658,0.07144835,0.13660741,0.26853582,0.04698174,0.030587379,0.08953168,0.027334042,0.051783547,0.0005521811,0.04992698,0.051015947,0.007104796,0.02593285,0.004428882,0.04869154,0.011779013,0.37218386,0.0001614947,0.13796477,0.022305705,0.036431883,0.22401893,0.0027543996,0.03599153,0.00030167407,0.2005814,0.03008735,0.04322491,0.18238957,0.10160767,0.008584026,0.081410505,0.05550911,0.029646294,0.34358236,0.011002886,0.15929359,0.092726946,0.02650452,0.027377814,0.01949443,0.094292805,0.022737648,0.0335077,0.01945672,0.03749712,0.15277418,0.027079018,0.036429055,0.010452962,0.004509192,0.030064438,0.025359068,0.1076625,0.1975052,0.026385725,0.016550282,0.26577267,0.0092822695,0.024193548,0.120479345,0.040945627,0.017909205,0.06798623,0.032944277,0.018307937,0.008150505,0.07078651,0.0119546475,0.04030132,0.014520715,0.029111644,0.030151686,0.27413762,0.22634777,0.05650685,0.018828083,0.0,0.013888889
1115,0.008798599,0.005465359,0.029559119,0.0024213076,0.00464499,0.02305014,0.009149864,0.015931612,0.03345555,0.07321992,0.015627926,0.007867331,0.005684228,0.089844696,0.035693057,0.004103904,0.04436303,0.00068848993,0.0074691963,0.00844048,0.066945344,0.025889399,0.037859667,0.32971722,0.008032935,0.016289327,0.10697702,0.033982784,0.008485186,0.007194663,0.018895319,0.009453583,0.10031104,0.06019381,0.004632624,0.0052219317,0.1662906,0.0056966045,0.18957946,0.0,0.122934096,0.49414924,0.029197544,0.07515447,0.074256904,0.00026856994,0.013096837,0.1485022,0.08532053,0.006596717,0.0066591105,0.29140797,0.040133145,0.013860632,0.18479428,0.0015241058,0.18621245,0.046315398,0.12927756,0.0071053966,0.0006850119,0.17319964,0.009920048,0.06404528,0.008099854,0.01405072,0.0010757033,0.04771477,0.0024138328,0.9447369,0.033457246,0.059253443,0.02566824,0.00956341,0.02748643,0.004653327,0.00703125,0.33571038,0.0103893485,0.006006684,0.0051567378,0.0034317086,0.0051142173,0.24534161,0.10510732,0.014599365,0.15433404,0.11762167,0.074680194,0.01170247,0.0007153807,0.053491827,0.0038429468,0.2032594,0.21598272,0.0041892244,0.06957433,0.0128254965,0.019524248,0.08657951,0.012703912,0.01843568,0.027757606,0.28639054,0.0037944175,0.004226867,0.017423201,0.0003939334,0.014359352,0.009275775,0.02384715,0.009114059,0.33740363,0.015696201,0.2874357,0.007201646,0.3335095,0.14616401,0.0094147185,0.011857238,0.00013885032,0.098400995,0.22175297,0.02366282,0.45919,0.0163241,0.02197579,0.43663913,0.01313454,0.01938664,0.0030922142,0.44642207,0.019603167,0.00044404974,0.00910495,0.004444871,0.022753539,0.029777622,0.002687248,0.0004389343,0.34246576,0.015496596,0.01589755,0.044003565,0.01254782,0.03067186,0.00020662608,0.04360465,0.015933355,0.027135152,0.04080323,0.14447913,0.012628173,0.009721282,0.023741849,0.000973025,0.026833612,0.008297258,0.16704416,0.20491949,0.008964764,0.03528696,0.13099828,0.02853598,0.0066660577,0.007634414,0.002574981,0.011042098,0.20111886,0.009766203,0.1520126,0.0034843206,0.004162331,0.0006365435,0.024685819,0.007077337,0.34407485,0.009301443,0.042502884,0.04198818,0.0015348634,0.012096774,0.053539764,0.07713935,0.01999167,0.13855422,0.023738801,0.006254264,0.07980238,0.05955056,0.007888617,0.015160074,0.006879569,0.008060367,0.02463859,0.012333783,0.04653425,0.125,0.009208752,7.4661686e-05,0.43055555
710,0.066645935,0.049027484,0.10999941,0.018975494,0.00464499,0.07771588,0.031334274,0.08033806,0.10182451,0.0022684312,0.00086561864,0.027450759,0.04734029,0.019836469,0.13348842,0.018290808,0.14265838,3.3209515e-05,0.015592629,0.20047231,0.070818216,0.110250086,0.012115094,0.03336502,0.055176225,0.072390474,0.0021431122,0.0036248302,0.042982336,0.21370167,0.0017653429,0.07194176,0.008553655,0.0036339918,0.011428076,0.053455044,0.026488768,0.04473269,0.003323179,0.0,0.0048292014,0.0552465,0.21012796,0.0042873356,0.0041439496,0.00026856994,0.0008240992,0.0016673151,0.005574481,0.020880945,0.035279118,0.0029798858,0.21607228,0.055696845,0.059928443,0.003888025,0.013297265,0.06816378,0.011406844,0.04703096,0.00015657415,0.017319964,0.034646135,0.00059577,0.02509627,0.009595614,0.0022879173,0.055649597,0.0027750866,0.061842106,0.043680295,0.023873594,0.11888894,0.0018295218,0.04020355,0.015355979,0.057741474,0.038946792,0.003933831,0.014226357,0.043425158,0.02333562,0.0004261848,0.011801242,0.03330866,0.0011453645,0.0036997886,0.012301715,0.29631534,0.056588653,0.0017373532,0.046062406,0.047493022,0.003923344,0.018551163,0.080110855,0.01426959,0.07850758,0.00035301145,0.0045357523,0.04489678,0.03876915,0.0059711128,0.17573965,0.026731892,0.02178758,0.04883081,0.0,0.075846836,0.019175882,0.0476943,0.01655274,0.0533419,0.055696204,0.022919763,0.05195473,0.023784354,0.0026455026,0.021026205,0.022139514,0.00027770063,0.0032704454,0.078994736,0.1417426,0.14267913,0.07956962,0.07884475,0.039944906,0.09371672,0.017363366,2.2087244e-05,0.007575758,0.03757605,0.008288928,0.002845297,0.009065618,0.01873015,0.0008339124,0.22351028,0.00028986228,0.026418786,0.101432264,0.048023846,0.04084111,0.0073450655,0.04073055,0.0004959026,0.3372093,0.02774183,0.1187163,0.10477885,0.008962958,0.007122916,0.02576294,0.4786825,0.02288307,0.15983643,0.025613276,0.0362047,0.006193594,0.026192704,0.04279051,0.004605827,0.09181141,0.11788878,0.0044052363,0.20130812,0.023234414,0.028487971,0.028410774,0.004497414,0.038327526,0.0006937218,0.00078343815,0.044883303,0.06507987,0.010395011,0.048405465,0.002859185,0.009714582,0.00058470987,0.023596177,0.106972426,0.007009068,0.048313204,0.006024096,0.020404046,0.04548556,0.019259755,0.028089888,0.024049144,0.06214689,0.035337124,0.03494255,0.0010375773,0.06186163,0.0617349,0.0051369863,0.028799342,1.8665422e-05,0.013888889
457,0.13125345,0.0030541713,0.048376165,0.09824327,0.0,0.015598886,0.06520482,0.45706236,0.012576333,0.022432264,7.798366e-06,0.18960834,0.22889625,0.13701677,0.003849287,0.1334768,0.015685216,4.8599286e-06,0.00076327554,0.10355987,0.03540911,0.005988024,0.05451792,0.00805234,0.16828997,0.10626286,0.44683892,0.057997283,0.1872305,0.06653317,0.0052645314,0.15428247,0.00777605,0.0027953782,0.01132263,0.0052219317,0.081085056,0.106821574,0.037662696,0.0625,0.04555064,0.11893343,0.024575362,0.03455088,0.13713227,0.00018763106,5.0713796e-05,0.015450453,0.047692783,0.20553708,0.16293567,0.004966476,0.029767,0.20002544,0.30512822,0.065318815,0.007942832,0.00031740993,0.034980986,0.113855526,0.006360825,0.081130356,0.12733196,0.050640453,0.27300492,0.003427005,0.013399878,0.018303005,0.0007060871,0.16184211,0.33271375,0.044528883,0.007655191,0.0004989605,0.004206538,0.29300448,0.0002840909,0.46681297,0.018483961,0.295005,0.11358394,0.2841455,0.02130924,0.0010351967,0.09178386,0.030811919,0.31131077,0.012841265,0.04125417,0.27476755,0.00030659174,0.021050025,0.075408764,0.11800212,0.0017278617,0.002449085,0.02660432,0.21686748,0.036848966,0.75200105,0.29652086,0.17676562,1.6138143e-05,0.07455622,0.08205428,0.06805257,0.23337917,0.0,0.1505891,0.08490902,0.30685246,0.060849752,0.034168806,0.2850633,0.053684387,0.19598764,0.0015856237,0.0013227513,0.29970187,0.007173547,0.0,0.0030254284,0.05663251,0.0040329103,0.057943925,0.01801306,0.23633115,0.008264463,0.2087327,0.0064499513,0.04625069,0.060149692,0.077100486,0.00029603316,0.0067474185,0.046623178,0.014235942,0.023940235,0.0010936474,7.867691e-05,0.045009784,0.17046255,0.3084014,0.031650767,0.009181332,0.018027032,3.3060172e-05,0.0029069767,0.24733096,0.5516612,0.00068540097,0.09773276,0.012028074,0.016468914,0.3711754,0.0023256696,0.039475422,0.125481,0.11710787,0.0074323127,0.25226066,0.32873654,0.2332905,0.0012406948,0.25878915,0.0004641587,0.0028872783,0.2759374,0.13820067,0.35794616,0.08275242,0.0,0.0027748873,0.00018606657,0.11422801,0.001027993,0.002079002,0.007308276,0.1270138,0.014349172,0.00014617747,0.57691157,0.07779272,0.00055438955,0.37755102,0.0025817556,0.015743144,0.08471686,0.039943058,0.14719102,0.0121929115,0.22410546,0.120329,0.0024438347,0.00037166948,0.00077086146,0.06931496,0.05479452,0.54495865,0.0001679888,0.2777778
75,0.06778607,0.013020414,0.100509845,0.0069719916,0.00398142,0.075069636,0.0121035045,0.02399456,0.1078186,0.0042848145,0.0005380873,0.009961512,0.017137526,0.007087909,0.043292552,0.008791884,0.1540044,7.370892e-05,0.029004471,0.014213243,0.046105612,0.03962663,0.024734983,0.02469757,0.033135857,0.0273449,0.006131682,0.010421387,0.026429268,0.18043509,0.0013288817,0.022404991,0.01244168,0.0050316807,0.0095042605,0.04093835,0.025360543,0.011331735,0.018514853,0.0009920635,0.006818341,0.024554,0.08022812,0.018914716,0.017100953,0.00024281666,0.001103025,0.0007225032,0.015174977,0.012310409,0.014168319,0.013409485,0.07028055,0.020091556,0.048240904,0.0025816485,0.00625276,0.05023012,0.02053232,0.01742514,9.785885e-05,0.006381039,0.021172639,0.00238308,0.01447351,0.019876627,0.0005078193,0.035971224,0.0026437216,0.035526317,0.05576208,0.014907542,0.093517855,0.052141372,0.01903621,0.017992863,0.06051136,0.013165113,0.0016390962,0.010387499,0.009092143,0.008922443,0.00017047391,0.016563147,0.044781644,0.0024359163,0.007399577,0.010467249,0.077405445,0.014267394,0.0050076647,0.07404656,0.00670703,0.01901313,0.026279842,0.07991751,0.0111254435,0.012436844,0.0015206647,0.014674493,0.023386747,0.018300122,0.025304608,0.10650888,0.006165928,0.009260682,0.034387894,0.0,0.011413844,0.011416339,0.022123259,0.009449135,0.029348757,0.020253163,0.010281179,0.011831275,0.023784354,0.014550264,0.0094147185,0.015952712,0.00013885032,0.007259963,0.03600111,0.09764791,0.053582553,0.028109118,0.022747584,0.031680442,0.026269082,0.017154908,0.00026504693,0.024096387,0.019762218,0.0023682653,0.0017071782,0.004620747,0.020724723,0.0051077134,0.0015311064,0.0002029036,0.0332681,0.016905377,0.027710311,0.013951497,0.0010711553,0.015311364,0.0018596346,0.06686047,0.018602395,0.02174291,0.17617722,0.018432366,0.00277872,0.0027740798,0.051997993,0.0020239719,0.123493984,0.010161135,0.034045864,0.01061759,0.014265669,0.016629487,0.0057840617,0.0719603,0.009405534,0.0037474406,0.01235048,0.016103059,0.046583608,0.011319918,0.012592759,0.04878049,0.003121748,0.007560178,0.029847398,0.08650957,0.036382537,0.033504173,0.0069280253,0.099613585,0.00014617747,0.017323775,0.022063287,0.009741416,0.03331945,0.0697074,0.018977081,0.01694337,0.0026237927,0.023595504,0.0075415797,0.03549906,0.009900487,0.028682902,0.004800731,0.07978416,0.08698824,0.0102739725,0.009619333,0.0,0.0
69,0.0002533628,0.002250442,0.06088648,0.28916594,0.0,0.0038997214,0.29870296,0.42257625,0.004310992,0.40340266,0.053902306,0.39444193,0.32917622,0.2341671,0.00020549101,0.2300953,0.00028027187,0.00016199762,0.00010903936,0.5861541,0.00024589663,0.00017611835,0.0035335692,0.005964696,0.21121597,0.588474,0.1718657,0.0036248302,0.3160384,4.268678e-05,0.004421606,0.9092456,0.17340592,0.1475028,2.3432594e-05,9.965519e-05,0.7056804,0.15973033,0.027178856,0.39285716,0.19271187,0.051409934,0.007832714,0.0010928502,0.21121731,9.9334095e-05,0.030859346,0.0012782749,0.008052029,0.26371285,0.4165486,0.35994536,0.02039943,0.66340286,0.43297556,0.07916018,0.012622251,0.0067978627,0.029657794,0.18964642,0.3171801,0.12579763,0.54545456,0.006851355,0.21139291,0.0037697053,0.019400883,0.0010579771,0.001198706,0.002631579,0.2964684,0.0019589693,0.00561758,8.3160085e-05,0.008310931,0.16022956,7.1022725e-05,0.009325288,0.021182166,0.36898205,0.26869318,0.12765956,0.0013637913,0.00041407868,0.36861584,0.1505751,0.008985201,0.00097118807,0.0020856508,0.65068936,0.00020439448,0.01213472,0.13305297,0.018560436,0.0040394603,0.001288992,0.06949371,0.33955178,0.0064356704,0.0013340448,0.44507003,0.32167548,9.682886e-05,0.018934911,0.17935792,0.5273209,0.15864281,0.0004924168,0.32805595,0.16348554,0.4635828,0.040544163,0.044451583,0.44101268,0.0035640544,0.41306582,0.0021141649,0.00066137564,0.66311,0.015391321,0.00013885032,0.08971886,0.031362504,2.6402031e-05,0.011838006,0.00855036,0.2668779,0.0041322317,0.512247,0.022439944,0.00061844283,0.19140197,0.019006722,0.0,0.0003251768,0.07161359,0.023780786,0.24120916,0.0010936474,0.00033127118,0.004892368,0.6172811,0.4053875,0.014580494,0.088446826,0.051946077,0.00014877078,0.0058139535,0.2632643,0.3800661,0.019089146,0.129957,0.016176585,0.0064109024,0.34425682,1.997998e-06,0.0026163047,0.2560125,0.16849518,0.0052203154,0.4151855,0.40174404,0.017566409,0.0,0.5724591,6.549479e-05,0.0077249426,0.1779388,0.17275214,0.28447768,0.010119182,0.0034843206,0.00381547,2.937893e-05,0.798474,7.907639e-05,0.0,0.002657555,0.31797436,0.0023835031,0.0013886859,0.6497909,0.10830527,0.0015443709,0.71740943,0.0051635113,0.02114855,0.53900385,0.013760956,0.0764045,0.025732532,0.99999994,0.2212632,0.004844795,0.00092917366,0.00019271536,0.0019456829,0.0051369863,0.31796587,0.0,0.25
918,0.20485535,0.019610994,0.34989095,0.0070921984,0.03251493,0.0770195,0.021349683,0.02127453,0.2816598,0.007561437,0.00448406,0.016017659,0.012810724,0.020852484,0.07619313,0.008146326,0.24667428,5.264923e-05,0.06373351,0.013382314,0.117600046,0.27668193,0.13579,0.09798878,0.030274123,0.037871215,0.012799143,0.01314001,0.020587008,0.07675471,0.004480101,0.045377195,0.07387248,0.02823332,0.10865694,0.072030775,0.082998134,0.006885105,0.089528024,0.0059523815,0.03895819,0.18875888,0.11413937,0.07939977,0.02589491,0.044641476,0.006694221,0.0003890402,0.020284917,0.014907542,0.010909606,0.070027314,0.055967666,0.009282808,0.049970184,0.0006220839,0.026198655,0.0351796,0.04258555,0.020301133,0.00048929424,0.020054694,0.018359492,0.011617515,0.012216174,0.0075394106,0.0005788048,0.342044,0.026650682,0.13552631,0.064126395,0.059888493,0.15219821,0.046153847,0.04548726,0.0043431055,0.09730113,0.079539225,0.007136373,0.016755488,0.004342516,0.0068634176,0.0004261848,0.07163561,0.09918578,0.013099099,0.033826638,0.058271285,0.21400166,0.02180186,0.006336229,0.11614661,0.009444224,0.06398068,0.1490164,0.044276875,0.05030635,0.018266615,0.0015749742,0.042155817,0.026418364,0.019655688,0.06734447,0.4071006,0.0051180515,0.011220411,0.029115085,0.0,0.0154639175,0.0071352124,0.024278121,0.010588393,0.14053127,0.015443037,0.053490404,0.014403292,0.27008456,0.08399471,0.020712381,0.049234793,0.00069425156,0.035186585,0.11139573,0.017705861,0.2716511,0.02195648,0.03066862,0.15426998,0.020944268,0.06705006,0.00046383214,0.029481564,0.018529564,0.013321492,0.0032517682,0.004428882,0.03983153,0.03589298,0.0032809423,0.00071637396,0.15753424,0.017140172,0.02798631,0.20293881,0.004284621,0.046586208,0.0015786232,0.14534883,0.022403752,0.024091147,0.17940006,0.11386844,0.009497221,0.088557966,0.049657248,0.47618484,0.27444816,0.0065536313,0.074426666,0.061316583,0.02666043,0.015007097,0.02806341,0.09801489,0.025111862,0.038152136,0.004896588,0.012077294,0.08041274,0.013391537,0.02541039,0.108013935,0.0017343045,0.0061206105,0.02648115,0.18749012,0.13201663,0.030751707,0.016275361,0.14426214,0.004677679,0.015979689,0.07913746,0.06066606,0.024573093,0.03958692,0.033060607,0.02160564,0.028163902,0.023595504,0.013088992,0.059227873,0.008631194,0.009132224,0.0060628583,0.114569284,0.06700446,0.05136986,0.01483958,5.5996265e-05,0.083333336
975,0.38682744,0.16171034,0.13171932,0.058489174,0.01658925,0.17047355,0.097983815,0.52088594,0.18927695,0.0,3.8991828e-05,0.19889066,0.4160516,0.011756737,0.3277398,0.20043038,0.22925739,2.4299643e-06,0.015374551,0.25010931,0.14083728,0.10954562,0.28167593,0.0058714976,0.18079123,0.16636282,0.00023812358,0.0045310375,0.5735151,0.44345552,0.002876744,0.18888257,0.0,0.0005590756,0.037323438,0.075737946,0.005444913,0.46222413,0.0018989595,0.001984127,0.00043642646,0.013811626,0.074820906,0.00088268676,0.011400635,0.014528531,0.019144459,0.00011115434,0.008981109,0.20418657,0.49121565,0.027688105,0.0980504,0.23168871,0.020155039,0.020342145,0.004917958,0.022403851,0.003041825,0.07748266,0.00064586836,0.011850501,0.14835654,0.0,0.27247378,0.028444141,0.009451992,0.15922555,0.0015271186,0.044736844,0.42843866,0.03773707,0.07257574,0.0087318085,0.016333997,0.18566775,0.10511363,0.0021941855,0.02862114,0.3946798,0.14791694,0.19818118,8.5236956e-05,0.00082815735,0.101036265,0.0035167532,0.049154334,0.0029135642,0.124040596,0.42449504,0.006438426,0.0794948,0.08546931,0.0042251395,0.006724651,0.10318381,0.062318604,0.11840912,0.0027426274,0.006670224,0.4821712,0.23830825,0.07036231,0.09349113,0.13022904,0.076583154,0.2661623,9.848335e-05,0.40537554,0.28701392,0.3956328,0.07465487,0.023029136,0.74240506,0.0024231623,0.32098764,0.0,0.017195767,0.5549977,0.005548769,0.0,7.9896876e-05,0.08037939,0.021897184,0.061059188,0.1615068,0.45312372,0.009641874,0.41214058,0.010104107,0.0008834898,0.0015516612,0.04552865,0.009621078,0.0016258841,0.03157777,0.017711464,0.028109796,0.005312002,7.867691e-05,0.036203522,0.14486969,0.44744977,0.06529336,0.0004590666,0.015780354,3.3060172e-05,0.19476745,0.22266257,0.31979474,0.033540897,0.023673518,0.0033005453,0.025427582,0.36933625,0.08719862,0.4792015,0.24771525,0.02385334,0.009644311,0.4340505,0.32670856,0.0091045415,0.032258064,0.3195142,0.0011902965,0.024889516,0.43926844,0.07105911,0.23416692,0.005396897,0.05923345,0.0020811656,0.10521575,0.12096051,0.028981496,0.0,0.040337887,0.0018694672,0.33273947,0.0029235494,0.63261646,0.07930406,0.00019799627,0.166389,0.0017211704,0.010182636,0.08869684,0.0006699045,0.13483147,0.010079612,0.40207157,0.20534627,0.11884754,0.0020596683,0.26507998,0.08212404,0.10958904,0.21631767,0.02878208,0.013888889
